,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-21,23:36:26.887,0.843018,-0.076782,0.500854,1.464844,-0.183105,-0.366211,16.247559,21.166992,-19.396973,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.887,0.841675,-0.072998,0.500244,1.342773,-0.305176,-0.427246,15.74707,19.641113,-18.713379,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.887,0.845459,-0.075073,0.499634,1.098633,-0.183105,-0.366211,15.844727,21.618652,-18.933105,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.887,0.843872,-0.074951,0.500244,0.915527,-0.183105,-1.037598,15.844727,21.618652,-18.933105,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.887,0.842285,-0.077759,0.500244,0.671387,-0.305176,-0.854492,15.893555,21.862793,-19.335938,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.887,0.841309,-0.080444,0.500488,1.098633,-0.244141,-0.793457,15.893555,21.862793,-19.335938,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.887,0.841797,-0.080322,0.500244,1.037598,-0.488281,-0.671387,15.759277,20.581055,-19.165039,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.887,0.841553,-0.076538,0.500488,1.464844,-0.427246,-0.610352,15.759277,20.581055,-19.165039,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.903,0.842163,-0.07605,0.500488,1.159668,-0.671387,-0.732422,15.917969,18.774414,-19.641113,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.903,0.842773,-0.078857,0.501099,0.610352,-0.732422,-0.671387,16.052246,19.042969,-19.152832,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.903,0.839233,-0.080811,0.502075,0.793457,-0.610352,-0.488281,16.052246,19.042969,-19.152832,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.903,0.844604,-0.082275,0.502686,0.915527,-0.854492,-0.305176,16.259766,19.104004,-19.689941,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.903,0.84021,-0.078247,0.50293,1.464844,-0.793457,-0.183105,16.259766,19.104004,-19.689941,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.903,0.841187,-0.077271,0.50293,1.281738,-0.732422,-0.183105,15.930176,19.873047,-20.214844,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.903,0.844727,-0.075806,0.502563,1.281738,-0.671387,-0.12207,15.429688,20.007324,-19.32373,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.903,0.841309,-0.075317,0.502319,1.037598,-0.549316,-0.183105,15.429688,20.007324,-19.32373,0,0,32.09507,82.451096,100.875877,,,,,,,,,,
2020-12-21,23:36:26.919,0.841431,-0.074341,0.502563,1.098633,-0.854492,-0.488281,15.917969,20.727539,-19.702148,0,0,32.200706,82.793198,100.873734,,,,,,,,,,
2020-12-21,23:36:26.919,0.841064,-0.075562,0.503418,0.732422,-0.976562,-0.427246,15.917969,20.727539,-19.702148,0,0,32.200706,82.793198,100.873734,,,,,,,,,,
2020-12-21,23:36:26.919,0.841431,-0.077026,0.505371,0.793457,-0.915527,-0.610352,15.966797,19.384766,-20.349121,0,0,32.200706,82.793198,100.873734,,,,,,,,,,
2020-12-21,23:36:26.919,0.841797,-0.077881,0.506836,0.793457,-0.915527,-0.854492,15.966797,19.384766,-20.349121,0,0,32.200706,82.793198,100.873734,,,,,,,,,,
2020-12-21,23:36:26.919,0.843384,-0.078491,0.506714,0.854492,-0.671387,-0.488281,15.991211,18.811035,-19.897461,0,0,32.200706,82.793198,100.873734,,,,,,,,,,
