
2020-12-16 10:09:26.850 101.382004
2020-12-16 10:09:26.850 101.386307
2020-12-16 10:09:26.850 101.389084
2020-12-16 10:09:26.892 101.388794
2020-12-16 10:09:26.892 101.388550
2020-12-16 10:09:26.892 101.387207
2020-12-16 10:09:26.892 101.392700
2020-12-16 10:09:26.892 101.390182
2020-12-16 10:09:26.892 101.391800
2020-12-16 10:09:26.892 101.390160
2020-12-16 10:09:26.892 101.390335
2020-12-16 10:09:26.892 101.387352
2020-12-16 10:09:26.892 101.382713
2020-12-16 10:09:26.892 101.382736
2020-12-16 10:09:26.892 101.385033
2020-12-16 10:09:26.892 101.383202
2020-12-16 10:09:26.892 101.381912
2020-12-16 10:09:26.892 101.380882
2020-12-16 10:09:26.892 101.379616
2020-12-16 10:09:26.892 101.376953
2020-12-16 10:09:26.892 101.373070
2020-12-16 10:09:26.892 101.375809
2020-12-16 10:09:26.892 101.378494
2020-12-16 10:09:26.892 101.376488
2020-12-16 10:09:26.892 101.378029
2020-12-16 10:09:26.892 101.367996
2020-12-16 10:09:26.892 101.369240
2020-12-16 10:09:26.892 101.368263
2020-12-16 10:09:26.892 101.368607
2020-12-16 10:09:26.892 101.369553
2020-12-16 10:09:26.892 101.370827
2020-12-16 10:09:26.892 101.370483
2020-12-16 10:09:26.892 101.370361
2020-12-16 10:09:26.892 101.367996
2020-12-16 10:09:26.892 101.368332
2020-12-16 10:09:26.892 101.367332
2020-12-16 10:09:26.892 101.370628
2020-12-16 10:09:26.892 101.362717
2020-12-16 10:09:26.892 101.363724
2020-12-16 10:09:26.892 101.351761
2020-12-16 10:09:26.892 101.337524
2020-12-16 10:09:26.892 101.329147
2020-12-16 10:09:26.892 101.326859
2020-12-16 10:09:26.892 101.320435
2020-12-16 10:09:26.892 101.317650
2020-12-16 10:09:26.892 101.314987
2020-12-16 10:09:26.892 101.314453
2020-12-16 10:09:26.892 101.310448
2020-12-16 10:09:26.892 101.314430
2020-12-16 10:09:26.892 101.312332
2020-12-16 10:09:26.892 101.314941
2020-12-16 10:09:26.892 101.315773
2020-12-16 10:09:26.892 101.317505
2020-12-16 10:09:26.892 101.319603
2020-12-16 10:09:26.892 101.323463
2020-12-16 10:09:26.892 101.326027
2020-12-16 10:09:26.892 101.333153
2020-12-16 10:09:26.892 101.344139
2020-12-16 10:09:26.892 101.357567
2020-12-16 10:09:26.892 101.367264
2020-12-16 10:09:26.892 101.371849
2020-12-16 10:09:26.892 101.376953
2020-12-16 10:09:26.892 101.382668
2020-12-16 10:09:26.892 101.390991
2020-12-16 10:09:26.892 101.389015
2020-12-16 10:09:26.893 101.386673
2020-12-16 10:09:26.893 101.388351
2020-12-16 10:09:26.893 101.389137
2020-12-16 10:09:26.893 101.390724
2020-12-16 10:09:26.893 101.391357
2020-12-16 10:09:26.893 101.396263
2020-12-16 10:09:26.893 101.390579
2020-12-16 10:09:26.893 101.390182
2020-12-16 10:09:26.893 101.390182
2020-12-16 10:09:26.893 101.390282
2020-12-16 10:09:26.893 101.391403
2020-12-16 10:09:26.893 101.391037
2020-12-16 10:09:26.893 101.387550
2020-12-16 10:09:26.893 101.390846
2020-12-16 10:09:26.893 101.388138
2020-12-16 10:09:26.893 101.390724
