timestamp,bluetooth_le-CE:C9:CF:DE:90:5A-Temperature-1
1636221549009,28.224369049072266
1636221549144,28.18722152709961
1636221549234,28.16864776611328
1636221549324,28.18722152709961
1636221549414,28.18722152709961
1636221549549,28.131500244140625
1636221549641,28.16864776611328
1636221549774,28.18722152709961
1636221549819,28.18722152709961
1636221549957,28.18722152709961
1636221550089,28.150074005126953
1636221550134,28.18722152709961
1636221550269,28.150074005126953
1636221550359,28.18722152709961
1636221550449,28.131500244140625
1636221550539,28.16864776611328
1636221550674,28.18722152709961
1636221550765,28.16864776611328
1636221550854,28.16864776611328
1636221550944,28.16864776611328
1636221551079,28.16864776611328
1636221551169,28.131500244140625
1636221551259,28.131500244140625
1636221551394,28.205795288085938
1636221551484,28.18722152709961
1636221551574,28.18722152709961
1636221551664,28.16864776611328
1636221551799,28.16864776611328
1636221551889,28.224369049072266
1636221551979,28.131500244140625
1636221552069,28.16864776611328
1636221552204,28.16864776611328
1636221552294,28.112926483154297
1636221552384,28.16864776611328
1636221552474,28.150074005126953
1636221552609,28.16864776611328
1636221552699,28.205795288085938
1636221552789,28.16864776611328
1636221552924,28.150074005126953
1636221553014,28.150074005126953
1636221553104,28.150074005126953
1636221553194,28.150074005126953
1636221553331,28.150074005126953
1636221553419,28.16864776611328
1636221553509,28.16864776611328
1636221553599,28.18722152709961
1636221553734,28.131500244140625
1636221553825,28.150074005126953
1636221553914,28.150074005126953
1636221554049,28.16864776611328
1636221554139,28.150074005126953
1636221554230,28.131500244140625
1636221554319,28.18722152709961
1636221554454,28.16864776611328
1636221554544,28.150074005126953
1636221554634,28.131500244140625
1636221554724,28.16864776611328
1636221554859,28.18722152709961
1636221554950,28.18722152709961
1636221555039,28.150074005126953
1636221555174,28.16864776611328
1636221555264,28.16864776611328
1636221555354,28.16864776611328
1636221555444,28.18722152709961
1636221555624,28.18722152709961
1636221555669,28.150074005126953
1636221555759,28.150074005126953
1636221555849,28.131500244140625
1636221555984,28.16864776611328
1636221556074,28.150074005126953
1636221556164,28.205795288085938
1636221556299,28.205795288085938
1636221556389,28.150074005126953
1636221556479,28.205795288085938
1636221556569,28.18722152709961
1636221556659,28.18722152709961
1636221556794,28.18722152709961
1636221556884,28.205795288085938
1636221556974,28.16864776611328
1636221557109,28.205795288085938
1636221557199,28.16864776611328
1636221557289,28.16864776611328
1636221557379,28.18722152709961
1636221557514,28.150074005126953
1636221557604,28.150074005126953
1636221557697,28.18722152709961
1636221557784,28.18722152709961
1636221557919,28.16864776611328
1636221558009,28.16864776611328
1636221558099,28.18722152709961
1636221558234,28.205795288085938
1636221558324,28.16864776611328
1636221558414,28.150074005126953
1636221558504,28.16864776611328
1636221558639,28.150074005126953
1636221558729,28.18722152709961
1636221558820,28.205795288085938
1636221558910,28.205795288085938
1636221559044,28.224369049072266
1636221559134,28.150074005126953
1636221559225,28.16864776611328
1636221559359,28.18722152709961
1636221559449,28.205795288085938
1636221559539,28.131500244140625
1636221559629,28.16864776611328
1636221559764,28.150074005126953
1636221559854,28.150074005126953
1636221559944,28.131500244140625
1636221560034,28.18722152709961
1636221560169,28.150074005126953
1636221560259,28.205795288085938
1636221560349,28.18722152709961
1636221560486,28.16864776611328
1636221560574,28.18722152709961
1636221560664,28.16864776611328
1636221560754,28.18722152709961
1636221560845,28.150074005126953
1636221560979,28.150074005126953
1636221561069,28.205795288085938
1636221561162,28.205795288085938
1636221561294,28.18722152709961
1636221561384,28.18722152709961
1636221561474,28.242942810058594
1636221561564,28.205795288085938
1636221561699,28.205795288085938
1636221561789,28.205795288085938
1636221561879,28.18722152709961
1636221562014,28.18722152709961
1636221562104,28.16864776611328
1636221562194,28.18722152709961
1636221562284,28.18722152709961
1636221562419,28.205795288085938
1636221562510,28.18722152709961
1636221562599,28.224369049072266
1636221562689,28.205795288085938
1636221562824,28.205795288085938
1636221562914,28.224369049072266
1636221563004,28.224369049072266
1636221563139,28.242942810058594
1636221563229,28.205795288085938
1636221563319,28.205795288085938
1636221563410,28.18722152709961
1636221563544,28.242942810058594
1636221563634,28.18722152709961
1636221563724,28.18722152709961
1636221563814,28.16864776611328
1636221563949,28.18722152709961
1636221564084,28.16864776611328
1636221564131,28.224369049072266
1636221564219,28.18722152709961
1636221564355,28.18722152709961
1636221564444,28.18722152709961
1636221564534,28.18722152709961
1636221564624,28.18722152709961
1636221564759,28.16864776611328
1636221564849,28.131500244140625
1636221564939,28.16864776611328
1636221565074,28.205795288085938
1636221565164,28.18722152709961
1636221565254,28.205795288085938
1636221565344,28.205795288085938
1636221565479,28.18722152709961
1636221565569,28.205795288085938
1636221565659,28.18722152709961
1636221565749,28.18722152709961
1636221565884,28.18722152709961
1636221565974,28.18722152709961
1636221566064,28.16864776611328
1636221566199,28.18722152709961
1636221566289,28.224369049072266
1636221566379,28.16864776611328
1636221566469,28.18722152709961
1636221566604,28.18722152709961
1636221566694,28.18722152709961
1636221566784,28.18722152709961
1636221566874,28.16864776611328
1636221567009,28.18722152709961
1636221567099,28.18722152709961
1636221567189,28.16864776611328
1636221567325,28.18722152709961
1636221567414,28.18722152709961
1636221567506,28.18722152709961
1636221567594,28.16864776611328
1636221567729,28.205795288085938
1636221567819,28.205795288085938
1636221567909,28.18722152709961
1636221567999,28.18722152709961
1636221568134,28.16864776611328
1636221568224,28.16864776611328
1636221568314,28.18722152709961
1636221568405,28.205795288085938
1636221568539,28.16864776611328
1636221568630,28.205795288085938
1636221568719,28.16864776611328
1636221568854,28.16864776611328
1636221568945,28.224369049072266
1636221569035,28.205795288085938
1636221569124,28.16864776611328
1636221569259,28.18722152709961
1636221569350,28.205795288085938
1636221569439,28.18722152709961
1636221569619,28.205795288085938
1636221569665,28.205795288085938
1636221569755,28.205795288085938
1636221569844,28.16864776611328
