,Filename,rPEF,rFEV1,rFVC,FEVFVC
0,Rishi_SensorPosition-Left-1.json,13.6119462307546,1.77895276957302,2.30426932663655,77.2024671338955
2,Rishi_SensorPosition-Top-2.json,11.0661661217013,1.66934430018802,2.40581940632864,69.3877643432718
3,Rishi_SensorPosition-Top-3.json,8.44555247116201,1.6429429602428,2.43472748169153,67.4795422730993
4,Rishi_SensorPosition-Top.json,9.00762292463721,1.62564294649014,2.43569343533698,66.7425104861454
1,Rishi_SensorPosition-Right-1.json,6.62864910516494,1.4243019332531,2.57396334693158,55.3349733962223
