timestamp,bluetooth_le-F1:5F:C5:86:3E:30-Resistance-1
1637328700801,122.80701137976004
1637328700936,122.80701137976004
1637328701026,122.80701137976004
1637328701116,122.80701137976004
1637328701207,122.80701137976004
1637328701342,122.80701137976004
1637328701431,122.80701137976004
1637328701522,122.80701137976004
1637328701612,124.03951753366982
1637328701702,124.03951753366982
1637328701837,124.03951753366982
1637328701926,124.03951753366982
1637328702017,124.03951753366982
1637328702107,124.03951753366982
1637328702197,125.27472422442825
1637328702332,125.27472422442825
1637328702423,125.27472422442825
1637328702511,125.27472422442825
1637328702601,125.27472422442825
1637328702736,126.51265776891282
1637328702826,126.51265776891282
1637328702916,126.51265776891282
1637328703006,125.27472422442825
1637328703096,125.27472422442825
1637328703232,125.27472422442825
1637328703322,125.27472422442825
1637328703457,125.27472422442825
1637328703502,124.03951753366982
1637328703637,124.03951753366982
1637328703727,124.03951753366982
1637328703817,124.03951753366982
1637328703907,124.03951753366982
1637328703997,124.03951753366982
1637328704132,124.03951753366982
1637328704221,124.03951753366982
1637328704311,124.03951753366982
1637328704401,124.03951753366982
1637328704537,125.27472422442825
1637328704672,125.27472422442825
1637328704716,125.27472422442825
1637328704807,125.27472422442825
1637328704896,125.27472422442825
1637328705031,125.27472422442825
1637328705125,126.51265776891282
1637328705211,125.27472422442825
1637328705301,125.27472422442825
1637328705436,124.03951753366982
1637328705527,124.03951753366982
1637328705616,125.27472422442825
1637328705751,125.27472422442825
1637328705797,124.03951753366982
1637328705931,124.03951753366982
1637328706067,124.03951753366982
1637328706112,124.03951753366982
1637328706201,122.80701137976004
1637328706291,122.80701137976004
1637328706427,122.80701137976004
1637328706562,122.80701137976004
1637328706607,122.80701137976004
1637328706696,122.80701137976004
1637328706831,122.80701137976004
1637328706922,122.80701137976004
1637328707011,122.80701137976004
1637328707102,121.57721466092909
1637328707192,121.57721466092909
1637328707327,121.57721466092909
1637328707417,121.57721466092909
1637328707507,120.35011367871293
1637328707596,120.35011367871293
1637328707732,120.35011367871293
1637328707822,120.35011367871293
1637328707911,120.35011367871293
1637328708002,120.35011367871293
1637328708092,120.35011367871293
1637328708226,119.12568877150498
1637328708318,119.12568877150498
1637328708407,120.35011367871293
1637328708497,120.35011367871293
1637328708632,120.35011367871293
1637328708722,121.57721466092909
1637328708812,121.57721466092909
1637328708902,121.57721466092909
1637328708992,121.57721466092909
1637328709127,122.80701137976004
1637328709216,122.80701137976004
1637328709306,122.80701137976004
1637328709397,122.80701137976004
1637328709532,124.03951753366982
1637328709621,124.03951753366982
1637328709712,125.27472422442825
1637328709802,125.27472422442825
1637328709892,125.27472422442825
1637328710027,125.27472422442825
1637328710117,124.03951753366982
1637328710206,124.03951753366982
1637328710297,124.03951753366982
1637328710432,124.03951753366982
1637328710522,124.03951753366982
1637328710611,122.80701137976004
1637328710702,122.80701137976004
1637328710792,122.80701137976004
1637328710927,122.80701137976004
1637328711016,122.80701137976004
1637328711107,121.57721466092909
1637328711196,121.57721466092909
1637328711377,120.35011367871293
1637328711421,121.57721466092909
1637328711511,121.57721466092909
1637328711602,120.35011367871293
1637328711692,120.35011367871293
1637328711827,120.35011367871293
1637328711917,120.35011367871293
1637328712007,120.35011367871293
1637328712097,120.35011367871293
1637328712232,120.35011367871293
1637328712322,120.35011367871293
1637328712411,120.35011367871293
1637328712505,121.57721466092909
1637328712592,121.57721466092909
1637328712727,121.57721466092909
1637328712817,121.57721466092909
1637328712907,121.57721466092909
1637328712996,121.57721466092909
1637328713132,120.35011367871293
1637328713221,120.35011367871293
1637328713311,120.35011367871293
1637328713401,120.35011367871293
1637328713491,120.35011367871293
1637328713626,120.35011367871293
1637328713717,120.35011367871293
1637328713806,121.57721466092909
1637328713897,121.57721466092909
1637328714031,120.35011367871293
1637328714121,120.35011367871293
1637328714212,120.35011367871293
1637328714302,119.12568877150498
1637328714436,117.9039291489786
1637328714527,117.9039291489786
1637328714616,116.68484600163313
1637328714707,116.68484600163313
1637328714797,115.46840766676681
1637328714931,115.46840766676681
1637328715022,114.25461973076219
1637328715112,114.25461973076219
1637328715202,113.0434735736236
1637328715337,113.0434735736236
1637328715426,111.83496083980316
1637328715517,110.62906289679431
1637328715607,109.42578740418371
1637328715697,109.42578740418371
1637328715832,108.22511090592664
1637328715922,109.42578740418371
1637328716011,109.42578740418371
1637328716102,109.42578740418371
1637328716236,109.42578740418371
1637328716327,109.42578740418371
1637328716417,110.62906289679431
1637328716506,110.62906289679431
1637328716596,110.62906289679431
1637328716732,110.62906289679431
1637328716821,110.62906289679431
1637328716911,110.62906289679431
1637328717001,110.62906289679431
1637328717137,111.83496083980316
1637328717227,111.83496083980316
1637328717316,111.83496083980316
1637328717451,111.83496083980316
1637328717496,111.83496083980316
1637328717631,110.62906289679431
1637328717811,111.83496083980316
1637328717814,110.62906289679431
1637328717901,110.62906289679431
1637328718036,109.42578740418371
1637328718126,110.62906289679431
1637328718216,110.62906289679431
1637328718306,110.62906289679431
1637328718396,110.62906289679431
1637328718532,109.42578740418371
1637328718621,109.42578740418371
1637328718712,110.62906289679431
1637328718802,109.42578740418371
1637328718937,110.62906289679431
1637328719027,110.62906289679431
1637328719116,110.62906289679431
1637328719206,110.62906289679431
1637328719296,110.62906289679431
1637328719431,111.83496083980316
1637328719521,111.83496083980316
1637328719612,111.83496083980316
1637328719703,111.83496083980316
1637328719837,113.0434735736236
1637328719927,114.25461973076219
1637328720016,114.25461973076219
1637328720107,114.25461973076219
1637328720197,114.25461973076219
1637328720377,114.25461973076219
1637328720422,115.46840766676681
1637328720512,115.46840766676681
1637328720602,115.46840766676681
1637328720737,115.46840766676681
1637328720827,115.46840766676681
1637328720917,115.46840766676681
1637328721006,115.46840766676681
1637328721096,115.46840766676681
1637328721231,115.46840766676681
1637328721321,115.46840766676681
1637328721411,114.25461973076219
1637328721502,114.25461973076219
1637328721636,114.25461973076219
1637328721727,114.25461973076219
1637328721817,114.25461973076219
1637328721907,113.0434735736236
1637328721997,114.25461973076219
1637328722131,114.25461973076219
1637328722221,114.25461973076219
1637328722312,114.25461973076219
1637328722401,114.25461973076219
1637328722537,113.0434735736236
1637328722672,114.25461973076219
1637328722716,113.0434735736236
1637328722807,113.0434735736236
1637328722897,113.0434735736236
1637328723032,113.0434735736236
1637328723121,111.83496083980316
1637328723211,111.83496083980316
1637328723302,111.83496083980316
1637328723392,113.0434735736236
1637328723527,113.0434735736236
1637328723616,113.0434735736236
1637328723707,113.0434735736236
1637328723796,113.0434735736236
1637328723931,114.25461973076219
1637328724022,114.25461973076219
1637328724112,114.25461973076219
1637328724202,114.25461973076219
1637328724292,115.46840766676681
1637328724426,115.46840766676681
1637328724517,116.68484600163313
1637328724607,116.68484600163313
1637328724697,116.68484600163313
1637328724831,116.68484600163313
1637328724922,116.68484600163313
1637328725012,116.68484600163313
1637328725102,115.46840766676681
1637328725192,115.46840766676681
1637328725326,114.25461973076219
1637328725417,114.25461973076219
1637328725506,114.25461973076219
1637328725597,114.25461973076219
1637328725732,114.25461973076219
1637328725822,113.0434735736236
1637328725911,111.83496083980316
1637328726002,110.62906289679431
1637328726092,110.62906289679431
1637328726227,110.62906289679431
1637328726316,110.62906289679431
1637328726406,109.42578740418371
1637328726497,109.42578740418371
1637328726631,109.42578740418371
1637328726721,109.42578740418371
1637328726812,109.42578740418371
1637328726902,110.62906289679431
1637328726992,110.62906289679431
1637328727127,110.62906289679431
1637328727217,110.62906289679431
1637328727307,110.62906289679431
1637328727397,110.62906289679431
1637328727532,111.83496083980316
1637328727622,111.83496083980316
1637328727712,111.83496083980316
1637328727802,113.0434735736236
1637328727936,113.0434735736236
1637328728026,114.25461973076219
1637328728117,114.25461973076219
1637328728207,113.0434735736236
1637328728297,113.0434735736236
1637328728432,114.25461973076219
1637328728523,114.25461973076219
1637328728612,114.25461973076219
1637328728702,114.25461973076219
1637328728836,114.25461973076219
1637328728927,114.25461973076219
1637328729017,114.25461973076219
1637328729152,114.25461973076219
