timestamp,bluetooth_le-F1:5F:C5:86:3E:30-Resistance-1
1637129282907,48.1064499077258
1637129283000,48.1064499077258
1637129283133,48.1064499077258
1637129283222,47.034763908878396
1637129283313,47.034763908878396
1637129283404,48.1064499077258
1637129283538,49.1803263310815
1637129283627,50.25641133786818
1637129283719,50.25641133786818
1637129283808,51.3347034650494
1637129283943,51.3347034650494
1637129284033,52.41520873637466
1637129284123,52.41520873637466
1637129284213,53.49794028725878
1637129284303,53.49794028725878
1637129284438,54.58290336470751
1637129284529,54.58290336470751
1637129284618,55.670102654918374
1637129284707,55.670102654918374
1637129284798,56.75954782293517
1637129284933,57.851236933657574
1637129285023,57.851236933657574
1637129285113,57.851236933657574
1637129285206,56.75954782293517
1637129285338,57.851236933657574
1637129285428,57.851236933657574
1637129285518,57.851236933657574
1637129285608,58.94519084827703
1637129285698,58.94519084827703
1637129285833,58.94519084827703
1637129285923,58.94519084827703
1637129286013,58.94519084827703
1637129286103,58.94519084827703
1637129286238,58.94519084827703
1637129286328,58.94519084827703
1637129286419,57.851236933657574
1637129286508,58.94519084827703
1637129286598,57.851236933657574
1637129286733,58.94519084827703
1637129286822,58.94519084827703
1637129286913,58.94519084827703
1637129287003,58.94519084827703
1637129287138,58.94519084827703
1637129287228,58.94519084827703
1637129287318,57.851236933657574
1637129287408,57.851236933657574
1637129287498,57.851236933657574
1637129287633,56.75954782293517
1637129287723,56.75954782293517
1637129287813,57.851236933657574
1637129287903,57.851236933657574
1637129288038,57.851236933657574
1637129288128,56.75954782293517
1637129288218,56.75954782293517
1637129288308,56.75954782293517
1637129288398,57.851236933657574
1637129288533,57.851236933657574
1637129288622,56.75954782293517
1637129288713,56.75954782293517
1637129288803,56.75954782293517
1637129288939,57.851236933657574
1637129289028,57.851236933657574
1637129289122,57.851236933657574
1637129289211,57.851236933657574
1637129289298,58.94519084827703
1637129289433,58.94519084827703
1637129289522,58.94519084827703
1637129289613,60.04140810459606
1637129289703,60.04140810459606
1637129289838,60.04140810459606
1637129289928,61.13989625221233
1637129290018,61.13989625221233
1637129290108,62.24066045227191
1637129290198,62.24066045227191
1637129290333,62.24066045227191
1637129290423,63.3437213131431
1637129290513,63.3437213131431
1637129290603,63.3437213131431
1637129290738,64.44906649358568
1637129290828,64.44906649358568
1637129290963,64.44906649358568
1637129291008,64.44906649358568
1637129291098,65.55670772505265
1637129291233,65.55670772505265
1637129291324,65.55670772505265
1637129291413,65.55670772505265
1637129291503,65.55670772505265
1637129291638,64.44906649358568
1637129291728,64.44906649358568
1637129291818,63.3437213131431
1637129291908,63.3437213131431
1637129291999,62.24066045227191
1637129292133,61.13989625221233
1637129292223,61.13989625221233
1637129292313,61.13989625221233
1637129292403,61.13989625221233
1637129292538,61.13989625221233
1637129292628,60.04140810459606
1637129292718,58.94519084827703
1637129292808,57.851236933657574
1637129292898,57.851236933657574
1637129293033,57.851236933657574
1637129293125,57.851236933657574
1637129293214,56.75954782293517
1637129293303,56.75954782293517
1637129293438,57.851236933657574
1637129293528,57.851236933657574
1637129293618,57.851236933657574
1637129293708,58.94519084827703
1637129293798,58.94519084827703
1637129293933,58.94519084827703
1637129294023,58.94519084827703
1637129294113,60.04140810459606
1637129294203,61.13989625221233
1637129294338,61.13989625221233
1637129294428,62.24066045227191
1637129294518,63.3437213131431
1637129294608,64.44906649358568
1637129294698,66.66666666666667
1637129294833,70.01045106497307
1637129294923,72.25130745750333
1637129295013,76.76130450645876
1637129295103,149.2704782900153
1637129295238,164.9601827409251
1637129295328,164.9601827409251
1637129295418,163.6363622176746
1637129295508,163.6363622176746
1637129295598,163.6363622176746
1637129295733,162.31555261924413
1637129295823,162.31555261924413
1637129295913,159.68290507101528
1637129296004,158.3710396988616
1637129296139,157.06214274603363
1637129296228,155.75620432188055
1637129296318,153.1531524952332
1637129296408,149.2704782900153
1637129296499,146.69652800710807
1637129296633,141.58305522864714
1637129296722,70.01045106497307
1637129296813,56.75954782293517
1637129296903,55.670102654918374
1637129297038,56.75954782293517
1637129297129,56.75954782293517
1637129297219,55.670102654918374
1637129297307,55.670102654918374
1637129297398,56.75954782293517
1637129297533,56.75954782293517
1637129297623,56.75954782293517
1637129297713,56.75954782293517
1637129297803,56.75954782293517
1637129297938,57.851236933657574
1637129298028,57.851236933657574
1637129298119,57.851236933657574
1637129298208,57.851236933657574
1637129298298,57.851236933657574
1637129298433,57.851236933657574
1637129298523,57.851236933657574
1637129298613,57.851236933657574
1637129298703,58.94519084827703
1637129298838,60.04140810459606
1637129298928,58.94519084827703
1637129299018,60.04140810459606
1637129299108,60.04140810459606
1637129299198,61.13989625221233
1637129299333,62.24066045227191
1637129299423,62.24066045227191
1637129299513,63.3437213131431
1637129299603,63.3437213131431
1637129299738,63.3437213131431
1637129299828,64.44906649358568
1637129299918,64.44906649358568
1637129300009,64.44906649358568
1637129300098,64.44906649358568
1637129300234,63.3437213131431
1637129300323,63.3437213131431
1637129300413,63.3437213131431
1637129300503,63.3437213131431
1637129300638,62.24066045227191
1637129300728,62.24066045227191
