2022-06-25 16:25:55.174,300
2022-06-25 16:25:56.205,980
2022-06-25 16:25:57.225,4840
2022-06-25 16:25:58.254,1560
2022-06-25 16:25:59.284,2860
2022-06-25 16:26:00.324,2860
2022-06-25 16:26:01.344,1100
2022-06-25 16:26:02.374,980
2022-06-25 16:26:03.394,2720
2022-06-25 16:26:04.434,680
2022-06-25 16:26:05.465,360
2022-06-25 16:26:06.498,1520
2022-06-25 16:26:07.525,900
2022-06-25 16:26:08.544,820
2022-06-25 16:26:09.574,1620
2022-06-25 16:26:10.598,1520
2022-06-25 16:26:11.618,120
2022-06-25 16:26:12.639,580
2022-06-25 16:26:13.676,1020
2022-06-25 16:26:14.696,4620
2022-06-25 16:26:15.750,980
2022-06-25 16:26:16.794,2200
2022-06-25 16:26:17.814,520
2022-06-25 16:26:18.854,740
2022-06-25 16:26:19.894,2720
2022-06-25 16:26:20.913,2860
2022-06-25 16:26:21.943,1840
2022-06-25 16:26:22.975,180
2022-06-25 16:26:24.004,1560
2022-06-25 16:26:25.034,1720
2022-06-25 16:26:26.063,400
2022-06-25 16:26:27.094,4700
2022-06-25 16:26:28.115,1900
2022-06-25 16:26:29.135,1560
2022-06-25 16:26:30.165,140
2022-06-25 16:26:31.198,1220
2022-06-25 16:26:32.255,2780
2022-06-25 16:26:33.285,1460
2022-06-25 16:26:34.304,1900
2022-06-25 16:26:35.333,2780
2022-06-25 16:26:36.353,860
2022-06-25 16:26:37.375,1040
2022-06-25 16:26:38.412,2780
2022-06-25 16:26:39.446,1660
2022-06-25 16:26:40.464,4940
2022-06-25 16:26:41.488,1460
2022-06-25 16:26:42.523,2860
2022-06-25 16:26:43.555,2860
2022-06-25 16:26:44.588,1200
2022-06-25 16:26:45.615,1900
2022-06-25 16:26:46.655,1340
2022-06-25 16:26:47.684,720
2022-06-25 16:26:48.714,2380
2022-06-25 16:26:49.735,1520
2022-06-25 16:26:50.755,1980
2022-06-25 16:26:51.784,2860
2022-06-25 16:26:52.814,5020
2022-06-25 16:26:53.853,440
2022-06-25 16:26:54.890,580
2022-06-25 16:26:55.925,1740
2022-06-25 16:26:56.947,1600
2022-06-25 16:26:57.975,4880
2022-06-25 16:26:59.005,2100
2022-06-25 16:27:00.034,2100
2022-06-25 16:27:01.065,5000
2022-06-25 16:27:02.095,1740
2022-06-25 16:27:03.125,1820
2022-06-25 16:27:04.165,4880
2022-06-25 16:27:05.194,1120
2022-06-25 16:27:06.225,1300
2022-06-25 16:27:07.254,5020
2022-06-25 16:27:08.284,1340
2022-06-25 16:27:09.314,580
2022-06-25 16:27:10.344,20
2022-06-25 16:27:11.375,1340
2022-06-25 16:27:12.404,620
2022-06-25 16:27:13.435,4940
2022-06-25 16:27:14.476,1540
2022-06-25 16:27:15.505,1120
2022-06-25 16:27:16.534,4520
2022-06-25 16:27:17.566,960
2022-06-25 16:27:18.596,1340
2022-06-25 16:27:19.631,4380
2022-06-25 16:27:20.735,740
2022-06-25 16:27:21.774,5020
2022-06-25 16:27:22.805,620
2022-06-25 16:27:23.854,1340
2022-06-25 16:27:24.884,960
2022-06-25 16:27:25.925,4200
2022-06-25 16:27:26.962,240
2022-06-25 16:27:27.995,500
2022-06-25 16:27:29.024,280
2022-06-25 16:27:30.060,20
2022-06-25 16:27:31.099,1300
2022-06-25 16:27:32.135,4600
2022-06-25 16:27:33.155,3740
2022-06-25 16:27:34.175,4940
2022-06-25 16:27:35.203,580
2022-06-25 16:27:36.234,740
2022-06-25 16:27:37.264,240
2022-06-25 16:27:38.305,4800
2022-06-25 16:27:39.324,4600
2022-06-25 16:27:40.354,4140
2022-06-25 16:27:41.384,3460
2022-06-25 16:27:42.404,4360
2022-06-25 16:27:43.444,4360
2022-06-25 16:27:44.474,4520
2022-06-25 16:27:45.504,4100
2022-06-25 16:27:46.534,3580
2022-06-25 16:27:47.574,3740
2022-06-25 16:27:48.594,4380
2022-06-25 16:27:49.615,4380
2022-06-25 16:27:50.644,4100
2022-06-25 16:27:51.674,3840
2022-06-25 16:27:52.704,4420
2022-06-25 16:27:53.734,3860
2022-06-25 16:27:54.763,4800
2022-06-25 16:27:55.794,3660
2022-06-25 16:27:56.825,4500
2022-06-25 16:27:57.855,4800
2022-06-25 16:27:58.885,4240
2022-06-25 16:27:59.905,3840
2022-06-25 16:28:00.924,4140
2022-06-25 16:28:01.956,4520
2022-06-25 16:28:02.976,3740
2022-06-25 16:28:03.995,4000
2022-06-25 16:28:05.025,4280
2022-06-25 16:28:06.045,4140
2022-06-25 16:28:07.065,3900
2022-06-25 16:28:08.085,4240
2022-06-25 16:28:09.132,3960
2022-06-25 16:28:10.173,4040
2022-06-25 16:28:11.210,3900
2022-06-25 16:28:12.234,3740
2022-06-25 16:28:13.256,3700
2022-06-25 16:28:14.281,3340
2022-06-25 16:28:15.305,3900
2022-06-25 16:28:16.345,3500
2022-06-25 16:28:17.383,3580
2022-06-25 16:28:18.415,3540
2022-06-25 16:28:19.434,3740
2022-06-25 16:28:20.464,3460
2022-06-25 16:28:21.484,3640
2022-06-25 16:28:22.505,3580
2022-06-25 16:28:23.535,3960
2022-06-25 16:28:24.555,3540
2022-06-25 16:28:25.595,3960
2022-06-25 16:28:26.626,3580
2022-06-25 16:28:27.659,3100
2022-06-25 16:28:28.695,3440
2022-06-25 16:28:29.724,3460
2022-06-25 16:28:30.755,3460
2022-06-25 16:28:31.784,3160
2022-06-25 16:28:32.805,3160
2022-06-25 16:28:33.825,2780
2022-06-25 16:28:34.864,3460
2022-06-25 16:28:35.884,3860
2022-06-25 16:28:36.905,3340
2022-06-25 16:28:37.924,3780
2022-06-25 16:28:38.953,3340
2022-06-25 16:28:39.984,3840
2022-06-25 16:28:41.005,3440
2022-06-25 16:28:42.025,3840
2022-06-25 16:28:43.054,3860
2022-06-25 16:28:44.083,3700
2022-06-25 16:28:45.113,3840
2022-06-25 16:28:46.134,3740
2022-06-25 16:28:47.154,3340
2022-06-25 16:28:48.175,3400
2022-06-25 16:28:49.211,4000
2022-06-25 16:28:50.246,3260
2022-06-25 16:28:51.277,3540
2022-06-25 16:28:52.310,3500
2022-06-25 16:28:53.337,3220
2022-06-25 16:28:54.364,3160
2022-06-25 16:28:55.389,3180
2022-06-25 16:28:56.423,2860
2022-06-25 16:28:57.444,3160
2022-06-25 16:28:58.464,2980
2022-06-25 16:28:59.504,3160
2022-06-25 16:29:00.534,2900
2022-06-25 16:29:01.564,3260
2022-06-25 16:29:02.594,3040
2022-06-25 16:29:03.615,3140
2022-06-25 16:29:04.644,3220
2022-06-25 16:29:05.674,3080
2022-06-25 16:29:06.694,3460
2022-06-25 16:29:07.715,3860
2022-06-25 16:29:08.755,3360
2022-06-25 16:29:09.780,3360
2022-06-25 16:29:10.813,3040
2022-06-25 16:29:11.834,3300
2022-06-25 16:29:12.854,3660
2022-06-25 16:29:13.884,3400
2022-06-25 16:29:14.904,3400
2022-06-25 16:29:15.934,3080
2022-06-25 16:29:16.954,3160
