43:41.7,640
43:42.7,800
43:43.8,680
43:44.8,660
43:45.9,780
43:46.9,620
43:47.9,620
43:49.0,760
43:50.0,640
43:51.0,660
43:52.0,800
43:53.1,640
43:54.1,760
43:55.1,800
43:56.2,620
43:57.2,680
43:58.2,840
43:59.2,620
44:00.3,840
44:01.3,760
44:02.3,620
44:03.4,760
44:04.4,720
44:05.4,680
44:06.4,700
44:07.5,620
44:08.5,720
44:09.5,780
44:10.5,660
44:11.6,660
44:12.6,740
44:13.6,740
44:14.6,560
44:15.6,740
44:16.7,800
44:17.7,640
44:18.7,660
44:19.7,800
44:20.8,640
44:21.8,720
44:22.8,800
44:23.9,700
44:24.9,780
44:25.9,840
44:26.9,720
44:28.0,680
44:29.0,780
44:30.0,780
44:31.1,640
44:32.1,720
44:33.1,820
44:34.1,660
44:35.2,680
44:36.2,680
44:37.2,800
44:38.3,640
44:39.3,720
44:40.3,900
44:41.4,720
44:42.4,700
44:43.4,820
44:44.4,640
44:45.5,740
44:46.5,840
44:47.5,700
44:48.5,700
44:49.6,820
44:50.6,800
44:51.6,680
44:52.6,800
44:53.7,900
44:54.7,660
44:55.7,760
44:56.8,780
44:57.8,700
44:58.8,800
44:59.8,740
45:00.9,640
45:01.9,760
45:02.9,780
45:03.9,700
45:05.0,800
45:06.0,660
45:07.0,840
45:08.1,720
45:09.1,740
45:10.1,740
45:11.1,740
45:12.1,780
45:13.2,640
45:14.2,640
45:15.2,880
45:16.3,700
45:17.3,620
45:18.3,740
45:19.3,660
45:20.4,660
45:21.4,800
45:22.4,600
45:23.4,760
45:24.5,700
45:25.5,700
45:26.6,740
45:27.6,560
45:28.6,760
45:29.7,640
45:30.7,600
45:31.7,760
45:32.7,620
45:33.8,720
45:34.8,640
45:35.8,580
45:36.9,560
45:37.9,700
45:38.9,620
45:39.9,660
45:41.0,760
45:42.0,620
45:43.0,640
45:44.0,780
45:45.1,660
45:46.1,620
45:47.1,740
45:48.2,680
45:49.2,700
45:50.2,820
45:51.2,600
45:52.3,720
45:53.3,660
45:54.3,620
45:55.4,740
45:56.4,640
45:57.4,680
45:58.5,800
45:59.5,680
46:00.5,680
46:01.6,760
46:02.6,620
46:03.6,700
46:04.6,820
46:05.7,780
46:06.7,740
46:07.7,900
46:08.7,820
46:09.8,800
46:10.8,660
46:11.8,860
46:12.9,780
46:13.9,640
46:14.9,640
46:15.9,840
46:17.0,820
46:18.0,680
46:19.0,640
46:20.1,820
46:21.1,1100
46:22.1,860
46:23.1,680
46:24.2,800
46:25.2,940
46:26.2,860
46:27.3,780
46:28.3,760
46:29.3,1020
46:30.3,860
46:31.4,760
46:32.4,980
46:33.4,1100
46:34.4,900
46:35.5,740
46:36.5,900
46:37.5,1080
46:38.6,1040
46:39.6,740
46:40.6,840
46:41.6,1040
46:42.7,1000
46:43.7,940
46:44.7,740
46:45.7,860
46:46.8,1140
46:47.8,1080
46:48.8,940
46:49.8,780
46:50.9,960
46:51.9,1160
46:52.9,1040
46:54.0,800
46:55.0,780
46:56.0,920
46:57.0,1020
46:58.0,980
46:59.1,860
47:00.1,980
47:01.1,1140
47:02.2,1060
47:03.2,940
47:04.2,900
47:05.2,1140
47:06.3,1040
47:07.3,840
47:08.3,960
47:09.3,1140
47:10.4,1040
47:11.4,820
47:12.4,1200
47:13.5,1060
47:14.6,740
47:15.5,800
47:16.6,940
47:17.6,980
47:18.6,780
47:19.6,940
47:20.7,1020
47:21.7,820
47:22.7,1000
47:23.8,1080
47:24.8,860
47:25.8,940
47:26.8,1080
47:27.9,620
47:28.9,920
47:29.9,1220
47:31.0,840
47:32.0,980
47:33.0,1040
47:34.0,980
47:35.1,900
47:36.1,1120
47:37.1,1020
47:38.2,940
47:39.2,1000
47:40.2,880
47:41.2,780
47:42.2,860
47:43.3,800
47:44.3,940
47:45.4,920
47:46.4,740
47:47.4,840
47:48.4,800
47:49.5,940
47:50.5,820
47:51.6,680
47:52.6,820
47:53.6,920
47:54.6,800
47:55.6,660
47:56.7,700
47:57.7,700
47:58.7,900
47:59.7,860
48:00.8,760
48:01.8,720
48:02.9,980
48:03.9,960
48:04.9,940
48:05.9,800
48:07.0,1000
48:08.0,920
48:09.0,760
48:10.1,940
48:11.1,920
48:12.1,920
48:13.1,1040
48:14.1,840
48:15.2,800
48:16.2,1140
48:17.2,1080
48:18.2,800
48:19.3,940
48:20.3,1100
48:21.3,1100
48:22.3,820
48:23.4,680
48:24.4,880
48:25.4,1020
48:26.5,820
48:27.5,880
48:28.5,1100
48:29.6,980
48:30.6,920
48:31.6,1000
48:32.6,1000
48:33.7,800
48:34.7,920
48:35.7,1080
48:36.8,860
48:37.8,880
48:38.8,1120
48:39.8,960
48:40.9,960
48:41.9,1000
48:42.9,820
48:44.0,1140
48:45.0,980
48:46.0,820
48:47.1,680
48:48.1,860
48:49.1,1000
48:50.1,840
48:51.2,740
48:52.2,960
48:53.2,840
48:54.2,840
48:55.3,1020
48:56.3,800
48:57.3,820
48:58.3,660
48:59.4,840
49:00.4,840
49:01.4,840
49:02.4,840
49:03.5,1160
49:04.5,900
49:05.5,740
49:06.5,800
49:07.6,740
49:08.6,680
49:09.6,900
49:10.7,1120
49:11.7,860
49:12.7,980
49:13.7,860
49:14.8,780
49:15.8,800
49:16.8,920
49:17.9,980
49:18.9,840
49:19.9,840
49:21.0,1020
49:22.0,1040
49:23.0,920
49:24.0,760
49:25.1,1080
49:26.1,980
49:27.1,900
49:28.2,940
49:29.2,1080
49:30.2,980
49:31.3,820
49:32.3,740
49:33.3,840
49:34.3,980
49:35.4,1060
49:36.4,860
49:37.4,800
49:38.5,940
49:39.5,900
49:40.5,960
49:41.5,1040
49:42.6,900
49:43.6,960
49:44.6,840
49:45.7,1020
49:46.7,860
49:47.7,860
49:48.7,1000
49:49.7,1020
49:50.8,880
49:51.8,940
49:52.8,1000
49:53.8,820
49:54.9,1000
49:55.9,940
49:56.9,840
49:58.0,780
49:59.0,920
50:00.0,840
50:01.1,740
50:02.1,940
50:03.1,920
50:04.1,760
50:05.2,840
50:06.2,920
50:07.2,900
50:08.2,800
50:09.3,660
50:10.3,820
50:11.3,920
50:12.3,820
50:13.4,680
50:14.4,860
50:15.4,760
50:16.5,980
50:17.5,980
50:18.5,900
50:19.5,900
50:20.6,1040
50:21.6,840
50:22.6,1120
50:23.6,1140
50:24.7,940
50:25.7,960
50:26.7,1140
50:27.7,920
50:28.8,1200
50:29.8,1240
50:30.8,980
50:31.9,1000
50:32.9,1180
50:33.9,1080
50:34.9,940
50:36.0,1240
50:37.0,960
50:38.0,1080
50:39.1,1200
50:40.1,980
50:41.1,860
50:42.1,920
50:43.2,1080
50:44.2,900
50:45.2,820
50:46.3,740
50:47.3,920
50:48.3,860
50:49.4,840
50:50.4,780
50:51.4,820
50:52.4,740
50:53.5,800
50:54.5,920
50:55.5,880
50:56.5,740
50:57.6,840
50:58.6,1040
50:59.6,900
51:00.6,760
51:01.6,760
51:02.7,840
51:03.7,900
51:04.7,740
51:05.7,720
51:06.8,820
51:07.8,920
51:08.8,740
51:09.8,740
51:10.9,740
51:11.9,920
51:12.9,1060
51:13.9,860
51:15.0,700
51:16.0,600
51:17.0,900
51:18.0,1040
51:19.1,1160
51:20.1,1060
51:21.1,1160
51:22.2,1300
51:23.2,1460
51:24.2,1620
51:25.3,1320
51:26.3,1400
51:27.3,1580
51:28.3,1340
51:29.4,1080
51:30.4,1360
51:31.4,900
51:32.4,1160
51:33.5,1620
51:34.5,1700
51:35.5,1520
51:36.6,1040
51:37.6,1100
51:38.6,920
51:39.6,1100
51:40.7,1160
51:41.7,1640
51:42.7,1420
51:43.8,1240
51:44.8,1180
51:45.8,1520
51:46.8,1280
51:47.9,1540
51:48.9,1740
51:49.9,1460
51:51.0,1780
51:52.0,1540
51:53.0,1740
51:54.1,2120
51:55.1,1760
51:56.1,1240
51:57.2,900
51:58.2,920
51:59.2,820
52:00.2,1160
52:01.3,1380
52:02.3,1580
52:03.3,1680
52:04.4,1440
52:05.4,1140
52:06.4,1240
52:07.4,1400
52:08.5,1560
52:09.5,1900
52:10.5,1680
52:11.5,1880
52:12.6,2060
52:13.6,1560
52:14.6,1140
52:15.7,1320
52:16.7,1820
52:17.7,1860
52:18.8,1120
52:19.8,960
52:20.8,1060
52:21.8,1240
52:22.8,1460
52:23.9,1580
52:24.9,1200
52:25.9,940
52:27.0,1360
52:28.0,1400
52:29.0,1240
52:30.1,1080
52:31.1,1360
52:32.1,1360
52:33.2,1520
52:34.2,1340
52:35.2,1000
52:36.3,1160
52:37.3,1280
52:38.3,1340
52:39.3,1680
52:40.4,1860
52:41.4,1920
52:42.4,1940
52:43.5,1520
52:44.5,1060
52:45.5,840
52:46.6,700
52:47.6,1160
52:48.6,1440
52:49.6,1360
52:50.7,960
52:51.7,1040
52:52.7,960
52:53.8,700
52:54.8,660
52:55.8,800
52:56.8,900
52:57.9,1000
52:58.9,1100
52:59.9,1180
53:01.0,800
53:02.0,960
53:03.0,1080
53:04.1,1160
53:05.1,900
53:06.1,680
53:07.2,700
53:08.2,840
53:09.2,1140
53:10.2,1180
53:11.3,1380
53:12.3,1520
53:13.3,1440
53:14.3,1100
53:15.4,1100
53:16.4,1240
53:17.4,1220
53:18.5,1160
53:19.5,1320
53:20.5,1120
53:21.6,1020
53:22.6,1080
53:23.6,1220
53:24.6,1100
53:25.7,1120
53:26.7,1340
53:27.7,1060
53:28.7,1180
53:29.8,1240
53:30.8,1160
53:31.8,1180
53:32.8,1320
53:33.9,1040
53:34.9,1060
53:35.9,1260
53:36.9,1160
53:38.0,960
53:39.0,1160
53:40.0,1220
53:41.0,1020
53:42.1,1000
53:43.1,1140
53:44.1,980
53:45.1,920
53:46.2,1160
53:47.2,1080
53:48.2,940
53:49.3,1100
53:50.3,900
53:51.3,1060
53:52.3,1020
53:53.4,960
53:54.4,940
53:55.4,1140
53:56.4,1100
53:57.5,1000
53:58.5,1100
53:59.5,1140
54:00.6,980
54:01.6,1100
54:02.6,900
54:03.6,880
54:04.7,1060
54:05.7,1080
54:06.7,880
54:07.8,820
54:08.8,980
54:09.8,1100
54:10.8,840
54:11.9,980
54:12.9,1120
54:13.9,940
54:15.0,880
54:16.0,1080
54:17.0,980
54:18.1,900
54:19.1,1020
54:20.1,960
54:21.2,760
54:22.2,1060
54:23.2,920
54:24.2,900
54:25.3,1040
54:26.3,900
54:27.3,740
54:28.3,860
54:29.4,840
54:30.4,680
54:31.4,660
54:32.4,780
54:33.5,780
54:34.5,640
54:35.5,680
54:36.6,800
54:37.6,820
54:38.6,860
54:39.6,680
54:40.7,840
54:41.7,780
54:42.7,640
54:43.7,800
54:44.8,840
54:45.8,780
54:46.8,860
54:47.8,800
54:48.9,660
54:49.9,880
54:50.9,820
54:51.9,880
54:53.0,820
54:54.0,700
54:55.0,860
54:56.1,840
54:57.1,800
54:58.1,720
54:59.2,800
55:00.2,760
55:01.2,800
55:02.2,760
55:03.2,840
55:04.3,800
55:05.3,740
55:06.3,820
55:07.4,840
55:08.4,660
55:09.4,660
55:10.4,880
55:11.5,880
55:12.5,720
55:13.5,640
55:14.5,540
55:15.6,540
55:16.6,600
55:17.6,720
55:18.7,840
55:19.7,740
55:20.7,740
55:21.7,780
55:22.8,720
55:23.8,640
55:24.8,760
55:25.9,640
55:26.9,640
55:27.9,500
55:29.0,460
55:30.0,420
55:31.0,420
