09:44.3,460
09:44.3,480
09:45.3,460
09:46.3,460
09:47.4,440
09:48.4,440
09:49.5,440
09:50.5,440
09:51.5,460
09:52.5,460
09:53.6,500
09:54.6,420
09:55.6,460
09:56.6,400
09:57.6,500
09:58.7,460
09:59.7,460
10:00.7,500
10:01.7,480
10:02.8,500
10:03.8,500
10:04.8,500
10:05.8,400
10:06.8,520
10:07.9,520
10:08.9,440
10:09.9,480
10:11.0,480
10:12.0,520
10:13.0,500
10:14.0,560
10:15.1,560
10:16.1,540
10:17.1,540
10:18.2,540
10:19.2,740
10:20.2,1120
10:21.3,1400
10:22.3,1260
10:23.3,1100
10:24.3,880
10:25.4,1400
10:26.4,1720
10:27.4,1780
10:28.4,1360
10:29.4,1180
10:30.5,1100
10:31.5,1400
10:32.5,1920
10:33.6,2600
10:34.6,1920
10:35.6,2140
10:36.6,2600
10:37.6,2160
10:38.7,1440
10:39.7,1580
10:40.7,1860
10:41.8,2300
10:42.8,2100
10:43.8,1640
10:44.8,1260
10:45.9,2000
10:46.9,2100
10:47.9,1820
10:49.0,2280
10:50.0,2420
10:51.0,2000
10:52.1,2100
10:53.1,2240
10:54.1,2040
10:55.1,2420
10:56.2,3020
10:57.2,3280
10:58.3,1960
10:59.3,2280
11:00.3,2660
11:01.4,1860
11:02.4,1800
11:03.4,2460
11:04.4,2540
11:05.5,2960
11:06.5,3140
11:07.5,2820
11:08.6,2160
11:09.6,1800
11:10.6,2200
11:11.6,3580
11:12.7,2960
11:13.7,1960
11:14.7,1580
11:15.8,1640
11:16.8,2300
11:17.8,1880
11:18.8,1860
11:19.9,2320
11:20.9,2700
11:21.9,2960
11:23.0,3480
11:24.0,4120
11:25.0,2960
11:26.0,1700
11:27.1,1820
11:28.1,2000
11:29.1,2240
11:30.2,2980
11:31.2,3100
11:32.2,3620
11:33.3,2820
11:34.3,1960
11:35.3,2040
11:36.3,2760
11:37.4,2820
11:38.4,3320
11:39.4,3720
11:40.4,4080
11:41.5,2780
11:42.5,1780
11:43.5,1540
11:44.5,1380
11:45.6,1440
11:46.6,1780
11:47.6,2000
11:48.6,1660
11:49.7,1640
11:50.7,2060
11:51.7,2660
11:52.8,2180
11:53.8,2240
11:54.8,2720
11:55.9,2240
11:56.9,1820
11:57.9,2320
11:58.9,2840
12:00.0,2080
12:01.0,1700
12:02.0,1660
12:03.1,2280
12:04.1,2620
12:05.1,2000
12:06.1,1880
12:07.2,2280
12:08.2,3100
12:09.2,2320
12:10.3,1840
12:11.3,2040
