12:12.3,3040
12:13.3,2240
12:14.4,1520
12:15.4,1440
12:16.4,1780
12:17.5,2240
12:18.5,2060
12:19.5,1580
12:20.6,1520
12:21.6,2060
12:22.6,2000
12:23.7,1780
12:24.7,2080
12:25.8,2460
12:26.8,2000
12:27.8,1600
12:28.9,1880
12:29.9,1920
12:30.9,2500
12:32.0,1840
12:33.0,2420
12:34.0,1700
12:35.0,1900
12:36.1,2240
12:37.1,2580
12:38.1,2240
12:39.1,1840
12:40.2,1800
12:41.2,2600
12:42.2,2200
12:43.3,1960
12:44.3,1620
12:45.3,1760
12:46.4,2040
12:47.4,1960
12:48.4,1720
12:49.4,1700
12:50.5,2040
12:51.5,1640
12:52.5,1380
12:53.6,1540
12:54.6,1880
12:55.6,1580
12:56.7,1420
12:57.7,1880
12:58.7,2240
12:59.7,1700
13:00.8,1520
13:01.8,1480
13:02.8,1860
13:03.8,1560
13:04.9,1540
13:05.9,1300
13:06.9,1220
13:07.9,1240
13:09.0,1200
13:10.0,1180
13:11.0,960
13:12.1,960
13:13.1,1400
13:14.1,1840
13:15.1,1320
13:16.2,1220
13:17.2,1580
13:18.2,2100
13:19.3,2500
13:20.4,2400
13:21.5,1520
13:22.5,1480
13:23.6,1920
13:24.6,2380
13:25.6,2660
13:26.7,2760
13:27.7,1840
13:28.7,1660
13:29.8,1620
13:30.8,2280
13:31.8,2500
13:32.9,2240
13:34.0,2240
13:35.0,1900
13:36.0,1420
13:37.1,1400
13:38.1,1920
13:39.1,1700
13:40.2,1440
13:41.2,1420
13:42.3,1800
13:43.3,1740
13:44.3,1380
13:45.4,1380
13:46.4,1760
13:47.4,1640
13:48.5,1480
13:49.5,1380
13:50.6,1720
13:51.6,1720
13:52.6,1440
13:53.7,1420
13:54.8,1660
13:55.8,1580
13:56.9,1300
13:57.9,1640
13:58.9,1560
14:00.0,1300
14:01.0,1180
14:02.1,1520
14:03.1,1400
14:04.2,1220
14:05.2,1200
14:06.3,1520
14:07.3,1300
14:08.3,1240
14:09.4,1060
14:10.4,1480
14:11.4,1360
14:12.5,1160
14:13.5,1140
14:14.5,1380
14:15.6,1360
14:16.6,1220
14:17.7,1020
14:18.7,1480
14:19.8,1100
14:20.9,1060
14:21.9,1360
14:22.9,1360
14:24.0,1080
14:25.0,980
14:26.0,1400
14:27.1,1360
14:28.1,1180
14:29.1,1040
14:30.2,1240
14:31.2,1260
14:32.2,1120
14:33.3,1080
14:34.4,1420
14:35.4,1480
14:36.4,1160
14:37.5,960
14:38.5,1260
14:39.5,1360
14:40.6,1100
14:41.6,1300
14:42.6,1320
14:43.7,1300
14:44.7,1060
14:45.7,1420
14:46.8,1420
14:47.8,1000
14:48.9,1100
14:50.0,1320
14:51.0,1320
14:52.0,1200
14:53.1,1080
14:54.1,1240
14:55.1,1400
14:56.2,1180
14:57.2,980
14:58.2,1340
14:59.3,1440
15:00.3,1260
15:01.4,1000
15:02.4,1400
15:03.4,1380
15:04.5,1060
15:05.5,1180
15:06.6,1420
15:07.6,1140
15:08.6,1000
15:09.7,1180
15:10.7,1480
15:11.7,1060
15:12.8,900
15:13.8,1360
15:14.8,1220
15:15.9,1120
15:16.9,940
15:18.0,1140
15:19.0,1320
15:20.1,1080
15:21.1,960
15:22.2,1060
15:23.2,1220
15:24.3,1060
15:25.3,920
15:26.4,1360
15:27.4,1200
15:28.5,1100
15:29.5,1140
15:30.6,1360
15:31.6,1220
15:32.6,920
15:33.7,1220
15:34.8,1380
15:35.8,1140
15:36.8,920
15:37.9,1220
15:38.9,1400
15:40.0,1040
15:41.0,1040
15:42.1,1220
15:43.1,1400
15:44.2,1120
15:45.2,920
15:46.3,1020
15:47.3,900
15:48.3,900
15:49.4,800
15:50.4,1220
15:51.4,1060
15:52.5,960
15:53.5,1320
15:54.6,1420
15:55.7,1080
15:56.7,980
15:57.7,1120
15:58.8,1380
15:59.8,1240
16:00.8,960
16:01.9,1020
16:03.0,1480
16:04.0,1360
16:05.1,1000
16:06.2,1320
16:07.2,1140
16:08.3,900
16:09.3,1060
16:10.4,1320
16:11.4,760
16:12.4,960
16:13.5,1080
16:14.5,1400
16:15.6,1220
16:16.6,920
16:17.6,900
16:18.7,1440
16:19.7,1060
16:20.7,980
16:21.8,1180
16:22.8,1420
16:23.8,1140
16:24.9,940
16:25.9,980
16:27.0,1300
16:28.0,1160
16:29.0,920
16:30.1,1320
16:31.2,980
16:32.2,1060
16:33.3,1120
16:34.3,1440
16:35.3,940
16:36.4,800
16:37.4,1000
16:38.5,1140
16:39.5,1180
16:40.5,1220
16:41.6,1140
16:42.6,1080
16:43.7,1220
16:44.7,1320
16:45.7,1220
16:46.8,1020
16:47.9,800
16:48.9,740
16:50.0,1240
16:51.0,1440
16:52.1,1140
16:53.1,980
16:54.2,760
16:55.2,1440
16:56.3,1120
16:57.3,940
16:58.4,1080
16:59.4,1340
17:00.5,1000
17:01.6,840
17:02.6,760
17:03.6,1100
17:04.7,1300
17:05.7,1580
17:06.8,1320
17:07.8,1120
17:08.9,1220
17:09.9,1360
17:10.9,1180
17:12.0,920
17:13.0,760
17:14.0,1220
17:15.1,1360
17:16.1,1480
17:17.1,1260
17:18.2,1040
17:19.2,920
17:20.2,1220
17:21.3,1300
17:22.3,1660
17:23.3,1320
17:24.4,1000
17:25.4,900
17:26.4,900
17:27.5,1180
17:28.5,1360
17:29.5,1240
17:30.6,1300
17:31.6,1060
17:32.7,840
17:33.7,940
17:34.8,1180
17:35.8,1320
17:36.9,1240
17:37.9,880
17:38.9,980
17:39.9,1140
17:41.0,1360
17:42.0,1120
17:43.1,920
17:44.1,900
17:45.2,1040
17:46.2,1320
17:47.3,1020
17:48.3,1020
17:49.3,1320
17:50.3,1240
17:51.4,1520
17:52.4,1000
17:53.4,840
17:54.5,1180
17:55.5,1360
17:56.5,1280
17:57.5,900
17:58.6,1240
17:59.6,1440
18:00.7,1280
18:01.7,960
18:02.8,880
18:03.8,1100
18:04.8,1320
18:05.8,1180
18:06.9,980
18:07.9,940
18:08.9,1220
18:10.0,1320
18:11.0,1260
18:12.1,1060
18:13.1,900
18:14.1,880
18:15.1,1040
18:16.1,1180
18:17.2,1320
18:18.2,1120
18:19.2,920
18:20.2,880
18:21.3,1000
18:22.3,1380
18:23.3,1200
18:24.4,960
18:25.4,840
18:26.4,980
18:27.4,1100
18:28.5,980
18:29.5,900
18:30.5,1160
18:31.6,1160
18:32.6,1000
18:33.7,980
18:34.7,1160
18:35.7,1200
18:36.7,1280
18:37.8,1220
18:38.8,980
18:39.8,820
18:40.9,940
18:41.9,1160
18:42.9,1360
18:44.0,1260
18:45.0,1120
18:46.0,960
18:47.1,820
18:48.1,1040
18:49.1,1140
18:50.2,1140
18:51.2,880
18:52.3,1000
18:53.3,1020
18:54.3,940
18:55.4,940
18:56.4,780
18:57.4,1220
18:58.5,1280
18:59.5,1400
19:00.6,1120
19:01.6,900
19:02.7,1120
19:03.7,1380
19:04.7,1180
19:05.7,1060
19:06.8,1180
19:07.8,1380
19:08.8,1220
19:09.9,1040
19:10.9,1220
19:12.0,1320
19:13.0,1240
19:14.1,980
19:15.1,1140
19:16.2,1540
19:17.2,1340
19:18.3,1120
19:19.3,1260
19:20.4,1560
19:21.4,1180
19:22.5,960
19:23.5,1100
19:24.5,1400
19:25.6,1140
19:26.7,1020
19:27.7,1100
19:28.7,1420
19:29.8,1120
19:30.8,960
19:31.9,1220
19:32.9,1320
19:33.9,1180
19:35.0,1020
19:36.0,960
19:37.1,1200
19:38.1,1040
19:39.1,1140
19:40.2,1360
19:41.2,1200
19:42.3,1020
19:43.3,1120
19:44.3,1340
19:45.4,1360
19:46.4,1120
19:47.4,1140
19:48.5,1320
19:49.5,1180
19:50.5,960
19:51.6,1060
19:52.7,1200
19:53.7,1380
19:54.8,960
19:55.8,1300
19:56.8,1140
19:57.9,1300
19:58.9,960
20:00.0,1420
20:01.0,1340
20:02.0,1000
20:03.1,960
20:04.1,1120
20:05.1,1320
20:06.1,980
20:07.2,1120
20:08.2,1340
20:09.3,1220
20:10.3,1120
20:11.3,1320
20:12.4,1120
20:13.4,1120
20:14.5,1320
20:15.5,1200
20:16.5,1080
20:17.5,1400
20:18.6,1220
20:19.6,1140
20:20.7,1320
20:21.7,1400
20:22.8,1100
20:23.8,1260
20:24.8,1140
20:25.9,1080
20:26.9,1180
20:28.0,1440
20:29.0,1200
20:30.0,1000
20:31.0,1180
20:32.1,1480
20:33.1,1160
20:34.1,1080
20:35.1,1300
20:36.2,1180
20:37.2,1000
20:38.2,900
20:39.3,980
20:40.3,1260
20:41.3,1060
20:42.3,820
20:43.4,640
20:44.4,840
20:45.4,1000
20:46.5,1140
20:47.5,1260
20:48.5,1520
20:49.6,1480
20:50.6,1400
20:51.6,1020
20:52.7,980
20:53.7,720
20:54.7,640
20:55.7,680
20:56.8,820
20:57.8,1180
20:58.8,1060
20:59.8,860
21:00.9,800
21:01.9,1020
21:02.9,1040
21:04.0,820
21:05.0,940
21:06.0,900
21:07.1,1180
21:08.1,1400
21:09.1,1260
21:10.2,1140
21:11.2,1060
21:12.2,1240
21:13.3,1120
21:14.3,940
21:15.3,1140
21:16.3,1340
21:17.4,1200
21:18.4,960
21:19.4,1260
21:20.4,1300
21:21.5,1120
21:22.5,960
21:23.5,1340
21:24.6,1080
21:25.6,1060
21:26.6,1320
21:27.6,1200
21:28.7,1060
21:29.7,1200
21:30.8,1360
21:31.9,1240
21:32.9,1180
21:33.9,1260
21:35.0,1080
21:36.0,1440
21:37.0,1020
21:38.1,980
21:39.1,1060
21:40.1,1260
21:41.1,1280
21:42.2,960
21:43.3,940
21:44.3,1040
21:45.3,1180
21:46.4,1360
21:47.4,920
21:48.5,1000
21:49.5,1240
21:50.6,1400
21:51.6,1360
21:52.7,1120
21:53.7,900
21:54.8,860
21:55.8,1140
21:56.8,1220
21:57.9,1160
21:58.9,880
21:59.9,860
22:01.0,1060
22:02.0,1360
22:03.0,980
22:04.0,1120
22:05.1,1160
22:06.2,1240
22:07.2,940
22:08.2,1160
22:09.3,1060
22:10.3,880
22:11.4,940
22:12.4,1180
22:13.5,1140
22:14.5,940
22:15.6,1120
22:16.6,1180
22:17.7,1300
22:18.7,1020
22:19.7,1020
22:20.8,1300
22:21.8,1360
22:22.8,1020
22:23.9,920
22:24.9,1040
22:25.9,1080
22:27.0,1220
22:28.0,1000
22:29.0,980
22:30.1,940
22:31.1,1080
22:32.2,1120
22:33.2,880
22:34.2,900
22:35.3,1120
22:36.3,1220
22:37.3,960
22:38.4,900
22:39.5,880
22:40.5,1080
22:41.6,1140
22:42.6,940
22:43.7,920
22:44.7,1100
22:45.7,1100
22:46.8,940
22:47.8,880
22:48.8,1020
22:49.9,1140
22:50.9,940
22:52.0,820
22:53.0,800
22:54.0,1080
22:55.1,1420
22:56.1,1120
22:57.2,960
22:58.2,1140
22:59.3,1400
23:00.3,1420
23:01.3,1000
23:02.4,1220
23:03.4,1520
23:04.4,1480
23:05.5,1220
23:06.5,940
23:07.6,1180
23:08.6,1320
23:09.6,960
23:10.7,1020
23:11.7,1180
23:12.7,1320
23:13.8,1040
23:14.8,1240
23:15.8,1180
23:16.9,1140
23:17.9,1140
23:19.0,1300
23:20.0,1060
23:21.0,960
23:22.1,1220
23:23.1,1220
23:24.2,960
23:25.3,1060
23:26.3,1400
23:27.3,1340
23:28.4,1060
23:29.4,980
23:30.5,1080
23:31.5,1220
23:32.5,920
23:33.6,1220
23:34.6,1320
23:35.6,1100
23:36.6,1060
23:37.7,1300
23:38.7,1220
23:39.7,1020
23:40.8,980
23:41.8,1220
23:42.8,1220
23:43.8,1060
23:44.9,1280
23:45.9,1220
23:47.0,1000
23:48.0,1060
23:49.0,1360
23:50.1,1200
23:51.2,940
23:52.2,1100
23:53.2,1400
23:54.2,1020
23:55.3,1020
23:56.3,1180
23:57.4,1140
23:58.4,1260
23:59.4,980
24:00.5,1220
24:01.5,1180
24:02.5,800
24:03.6,900
24:04.6,920
24:05.6,1200
24:06.7,1160
24:07.7,860
24:08.7,900
24:09.8,1100
24:10.8,1060
24:11.8,880
24:12.9,940
24:13.9,980
24:15.0,980
24:16.0,800
24:17.1,920
24:18.1,1020
24:19.2,900
24:20.2,940
24:21.2,1000
24:22.3,1020
24:23.3,1120
24:24.3,920
24:25.4,900
24:26.4,1060
24:27.5,880
24:28.5,940
24:29.5,1180
24:30.5,1220
24:31.6,840
24:32.6,1060
24:33.7,1060
24:34.7,860
24:35.8,760
24:36.8,880
24:37.8,1200
24:38.8,880
24:39.9,860
24:40.9,740
24:41.9,940
24:43.0,1060
24:44.0,960
24:45.0,780
24:46.1,840
24:47.1,940
24:48.1,1160
24:49.2,1240
24:50.2,1520
24:51.2,1080
24:52.2,940
24:53.3,800
24:54.3,720
24:55.3,600
24:56.3,520
24:57.4,460
24:58.4,500
24:59.4,460
25:00.5,500
25:01.5,500
25:02.5,500
25:03.5,460
