,Volume,Flow
0,1.0329876905233824e-12,0.00025103514554967044
1,2.102306840794284e-12,0.00025986436333166494
2,3.2079587896605405e-12,0.00026869390647848654
3,4.349941971579992e-12,0.00027752306916956066
4,5.528256323013429e-12,0.00028635221641942966
5,6.742902266289696e-12,0.00029518146630303193
6,7.993878353584963e-12,0.0003040103643386215
7,9.281180397009062e-12,0.000312838244639317
8,1.0604804771066688e-11,0.0003216652438774884
9,1.1964751359514609e-11,0.0003304922148664015
10,1.3361022539358446e-11,0.0003393197635117158
11,1.4793620654997178e-11,0.0003481478818894139
12,1.6262552073942835e-11,0.00035697754769049655
13,1.7767825027507864e-11,0.0003658092138529952
14,1.9309446620023826e-11,0.00037464260649967466
15,2.0887425120383076e-11,0.0003834780086403831
16,2.2501769316843947e-11,0.00039231554649067505
17,2.4152485379089225e-11,0.0004011545836881804
18,2.583957855268142e-11,0.00040999489565455384
19,2.756305070022389e-11,0.00041883566026804813
20,2.9322898688292355e-11,0.00042767566340139445
21,3.111912045374069e-11,0.0004365151651520112
22,3.2951715398175926e-11,0.0004453545214820507
23,3.482068613842508e-11,0.0004541945137495338
24,3.672603637252432e-11,0.0004630354047083136
25,3.866777225756457e-11,0.0004718777919542536
26,4.064589973782225e-11,0.0004807216237694836
27,4.2660422772021226e-11,0.0004895664176279522
28,4.471134602814751e-11,0.0004984123458934977
29,4.679867501728676e-11,0.0005072596134549559
30,4.8922415863509495e-11,0.0005161083692790018
31,5.10825752321937e-11,0.0005249587449133786
32,5.327915766326249e-11,0.000533810223833175
33,5.551216400137214e-11,0.0005426619080200988
34,5.7781592864218524e-11,0.0005515132562815085
35,6.008744254405611e-11,0.0005603641895291153
36,6.24297107447401e-11,0.0005692145647710021
37,6.480839486127334e-11,0.0005780643069503227
38,6.722349347742392e-11,0.0005869137049590488
39,6.967500307141808e-11,0.0005957622471115098
40,7.216291841826215e-11,0.0006046095194937114
41,7.468723800907434e-11,0.0006134564251896829
42,7.724796084693445e-11,0.0006223030886155827
43,7.984508558015596e-11,0.0006311494235566145
44,8.247861427726309e-11,0.0006399962611873527
45,8.514855126852293e-11,0.0006488441511532124
46,8.785490582872782e-11,0.0006576942950654369
47,9.059768877032079e-11,0.0006665470666016214
48,9.337691165263651e-11,0.0006754026472702732
49,9.61925858010032e-11,0.0006842609802034979
50,9.904472529845843e-11,0.0006931227355757483
51,1.0193334524555988e-10,0.0007019881606632541
52,1.0485845734316902e-10,0.0007108564292768697
53,1.0782007650556311e-10,0.0007197283223361565
54,1.1081821175108546e-10,0.0007286024070199317
55,1.1385287265839753e-10,0.0007374788194959021
56,1.1692407060510604e-10,0.0007463579969410771
57,1.2003181161811887e-10,0.00075523863903652
58,1.2317610507462772e-10,0.0007641215599632623
59,1.263569595131846e-10,0.0007730065559163269
60,1.295743815258431e-10,0.0007818931538605314
61,1.3282838085411712e-10,0.0007907821191730902
62,1.361189619547612e-10,0.0007996721675595731
63,1.3944613089835795e-10,0.000808563691210067
64,1.428098950355707e-10,0.0008174570012079455
65,1.462102549174498e-10,0.0008263504451212637
66,1.4964721328923356e-10,0.0008352445561783456
67,1.5312077251176746e-10,0.0008441392409646115
68,1.5663092963297072e-10,0.0008530332083405718
69,1.6017768401121933e-10,0.0008619270197899964
70,1.6376103591698145e-10,0.0008708208969682008
71,1.673809851173588e-10,0.0008797147175478097
72,1.7103753419603823e-10,0.0008886091660111928
73,1.7473068683202437e-10,0.0008975045085408442
74,1.784604453404818e-10,0.0009064004136983808
75,1.8222681323419858e-10,0.0009152971725285002
76,1.860297965617449e-10,0.0009241954012732233
77,1.8986940505999e-10,0.0009330959962575547
78,1.937456502438694e-10,0.0009419993895845453
