,Volume,Flow
0,1.077161656012853e-12,0.00017015298195803544
1,2.1922235803100683e-12,0.00017613986761219467
2,3.3451863741914408e-12,0.0001821268482501965
3,4.5360506213193365e-12,0.00018811392108595852
4,5.764817406600263e-12,0.0001941011652981119
5,7.031487996897746e-12,0.00020008860962935162
6,8.336062906103288e-12,0.0002060761351370527
7,9.678542334846799e-12,0.00021206369233709775
8,1.1058926433263697e-11,0.00021805127325316408
9,1.2477217267470684e-11,0.00022403918054170766
10,1.3933418659162129e-11,0.00023002769152115446
11,1.5427535781768627e-11,0.0002360170197174398
12,1.6959576013727404e-11,0.00024200751344267667
13,1.852954760380673e-11,0.00024799931017801505
14,2.0137457093948637e-11,0.00025399214030600935
15,2.1783309104618823e-11,0.0002599857003021827
16,2.3467107054430696e-11,0.0002659798003168968
17,2.518885323248694e-11,0.00027197426192789053
18,2.694854979240811e-11,0.00027796906373383893
19,2.8746199574094472e-11,0.0002839643141423668
20,3.0581806323908006e-11,0.00028996015634197693
21,3.24553743538616e-11,0.0002959566796852654
22,3.4366907790923494e-11,0.0003019538549417999
23,3.6316410072490715e-11,0.0003079515731840141
24,3.8303883277944834e-11,0.0003139496198940805
25,4.0329327639199376e-11,0.0003199477032381823
26,4.2392743684451744e-11,0.0003259458700185638
27,4.4494133374590796e-11,0.0003319443465491932
28,4.663349907913896e-11,0.0003379431973795397
29,4.881084363567082e-11,0.0003439424964450934
30,5.1026170930886323e-11,0.00034994240947010686
31,5.327948565580175e-11,0.0003559430635077625
32,5.5570792409590475e-11,0.00036194444405017494
33,5.790009446644616e-11,0.0003679463417979778
34,6.026739435547607e-11,0.0003739486390541897
35,6.267269543670998e-11,0.00037995146707483075
36,6.511600160247342e-11,0.0003859549099435662
37,6.759731588658818e-11,0.0003919588320475428
38,7.011663931499894e-11,0.00039796291621405056
39,7.267397254132545e-11,0.0004039671036290836
40,7.526931874824791e-11,0.00040997179379365404
41,7.790268292632953e-11,0.00041597727228856316
42,8.057407115278706e-11,0.0004219837107661707
43,8.32834896456002e-11,0.00042799113146198086
44,8.603094366928815e-11,0.00043399938376336664
45,8.881643647774954e-11,0.0004400081500642583
46,9.163996907145423e-11,0.00044601707440357314
47,9.450154153209144e-11,0.0004520260116468557
48,9.740115462437375e-11,0.00045803506968735645
49,1.0033881067676143e-10,0.0004640444955412268
50,1.033145133962846e-10,0.0004700545069731478
51,1.0632826770985994e-10,0.00047606529668153873
52,1.0938008156362778e-10,0.0004820773415956468
53,1.1246996468388838e-10,0.00048809092291702145
54,1.1559792534080385e-10,0.0004941058106279545
55,1.1876397193711833e-10,0.0005001220256716697
56,1.2196811396946791e-10,0.0005061397408439316
57,1.2521036098515094e-10,0.0005121589641475521
58,1.2849072291847602e-10,0.0005181797567163213
59,1.3180921058357867e-10,0.0005242022575313764
60,1.351658341713642e-10,0.0005302263681446701
61,1.385606022603479e-10,0.0005362518338562736
62,1.4199352143821398e-10,0.0005422783401861739
63,1.4546459642668972e-10,0.0005483055923799549
64,1.4897383177031993e-10,0.0005543335624491298
65,1.5252123235424916e-10,0.0005603623041962748
66,1.561068036069046e-10,0.0005663919034405824
67,1.5973055265084926e-10,0.0005724226277948864
68,1.6339248820653258e-10,0.0005784547296680194
69,1.6709261976378439e-10,0.0005844883305945609
70,1.7083095684440957e-10,0.0005905234356254179
71,1.746075080162679e-10,0.0005965598940714037
72,1.7842228052933974e-10,0.0006025974977547638
73,1.8227528053590778e-10,0.0006086360732785479
74,1.861665145259271e-10,0.0006146756739829136
75,1.9009599077638872e-10,0.0006207165821555632
76,1.9406371981091026e-10,0.0006267591526830804
77,1.9806971371058284e-10,0.0006328036315905165
78,2.0211398416466122e-10,0.0006388499569817598
