,Volume,time
0,4.4422957151708096e-10,0.0
1,8.880670072331219e-10,6.25e-05
2,1.3315122999884199e-09,0.000125
3,1.7745654387238317e-09,0.0001875
4,2.2172264083465443e-09,0.00025
5,2.6594951949870567e-09,0.0003125
6,3.101371787443891e-09,0.000375
7,3.542856175563295e-09,0.0004375
8,3.983948353474359e-09,0.0005
9,4.4246483196002286e-09,0.0005625
10,4.8649560718544676e-09,0.000625
11,5.30487160795549e-09,0.0006875
12,5.74439492572909e-09,0.00075
13,6.183526021381191e-09,0.0008125
14,6.622264890737113e-09,0.000875
15,7.0606115281355085e-09,0.0009375
16,7.498565925433788e-09,0.001
17,7.936128072850859e-09,0.0010625
18,8.373297957578142e-09,0.001125
19,8.810075563161341e-09,0.0011875
20,9.246460875554662e-09,0.00125
21,9.682453885040734e-09,0.0013125
22,1.0118054586552372e-08,0.001375
23,1.0553262981815422e-08,0.0014375
24,1.09880790769474e-08,0.0015
25,1.14225028823404e-08,0.0015625
26,1.1856534413252446e-08,0.001625
27,1.2290173690167794e-08,0.0016875
28,1.2723420736886387e-08,0.00175
29,1.3156275581433038e-08,0.0018125
30,1.3588738256682076e-08,0.001875
31,1.4020808796142699e-08,0.0019375
32,1.4452487229104632e-08,0.002
33,1.4883773580346061e-08,0.0020625
34,1.531466787055466e-08,0.002125
35,1.574517011265782e-08,0.0021875
36,1.617528031078572e-08,0.00225
37,1.6604998470232936e-08,0.0023125
38,1.703432460799872e-08,0.002375
39,1.746325875141373e-08,0.0024375
40,1.789180093442264e-08,0.0025
41,1.8319951193964102e-08,0.0025625
42,1.8747709562721998e-08,0.002625
43,1.917507606924636e-08,0.0026875
44,1.960205073605318e-08,0.00275
45,2.0028633576900038e-08,0.0028125
46,2.045482459931948e-08,0.002875
47,2.088062381026281e-08,0.0029375
48,2.1306031224913018e-08,0.003
49,2.1731046860977117e-08,0.0030625
50,2.215567073756685e-08,0.003125
51,2.2579902875578053e-08,0.0031875
52,2.3003743294649106e-08,0.00325
53,2.3427192008840735e-08,0.0033125
54,2.3850249028932794e-08,0.003375
55,2.4272914369212868e-08,0.0034375
56,2.469518804785944e-08,0.0035
57,2.511707008430184e-08,0.0035625
58,2.553856050546531e-08,0.003625
59,2.5959659347653294e-08,0.0036875
60,2.6380366637844615e-08,0.00375
61,2.6800682398824303e-08,0.0038125
62,2.7220606653985185e-08,0.003875
63,2.7640139431462916e-08,0.0039375
64,2.805928076698827e-08,0.004
65,2.8478030703278246e-08,0.0040625
66,2.8896389287467492e-08,0.004125
67,2.9314356567773475e-08,0.0041875
68,2.9731932591328278e-08,0.00425
69,3.0149117402002547e-08,0.0043125
70,3.056591104266822e-08,0.004375
71,3.098231355679399e-08,0.0044375
72,3.139832498581898e-08,0.0045
73,3.18139453711844e-08,0.0045625
74,3.222917474839412e-08,0.004625
75,3.264401314819989e-08,0.0046875
76,3.305846059927503e-08,0.00475
77,3.3472517129322945e-08,0.0048125
78,3.3886182760780034e-08,0.004875
79,3.429945751722928e-08,0.0049375
80,3.4712341427395825e-08,0.005
81,3.512483452421311e-08,0.0050625
82,3.553693684523985e-08,0.005125
83,3.5948648432701904e-08,0.0051875
84,3.635996933290063e-08,0.00525
85,3.6770899590109004e-08,0.0053125
86,3.718143924361777e-08,0.005375
87,3.759158832905066e-08,0.0054375
88,3.800134688259245e-08,0.0055
89,3.841071494178263e-08,0.0055625
90,3.8819692546370656e-08,0.005625
91,3.9228279743061584e-08,0.0056875
92,3.9636476589513204e-08,0.00575
93,4.0044283143527905e-08,0.0058125
94,4.0451699466088565e-08,0.005875
95,4.085872562227135e-08,0.0059375
96,4.126536167692688e-08,0.006
97,4.167160769093978e-08,0.0060625
98,4.2077463723807936e-08,0.006125
99,4.248292982615597e-08,0.0061875
100,4.288800603652922e-08,0.00625
101,4.329269238715906e-08,0.0063125
102,4.3696988907305615e-08,0.006375
103,4.410089562501736e-08,0.0064375
104,4.450441256245175e-08,0.0065
105,4.490753973845574e-08,0.0065625
106,4.531027717703769e-08,0.006625
107,4.571262490850019e-08,0.0066875
108,4.611458297076968e-08,0.00675
109,4.6516151408969096e-08,0.0068125
110,4.6917330273327416e-08,0.006875
111,4.731811961626099e-08,0.0069375
112,4.77185194882879e-08,0.007
113,4.81185299372736e-08,0.0070625
114,4.851815100825099e-08,0.007125
115,4.8917382742219254e-08,0.0071875
116,4.931622518055036e-08,0.00725
117,4.971467836604436e-08,0.0073125
118,5.011274234107807e-08,0.007375
119,5.051041715019471e-08,0.0074375
120,5.090770283905896e-08,0.0075
121,5.130459945577183e-08,0.0075625
122,5.170110704635949e-08,0.007625
123,5.209722565770815e-08,0.0076875
124,5.249295534475433e-08,0.00775
125,5.288829616467394e-08,0.0078125
126,5.328324817636855e-08,0.007875
127,5.367781143603893e-08,0.0079375
128,5.407198599460287e-08,0.008
129,5.4465771900463e-08,0.0080625
130,5.4859169205791266e-08,0.008125
131,5.525217796789061e-08,0.0081875
132,5.5644798251555274e-08,0.00825
133,5.6037030122851816e-08,0.0083125
134,5.642887364447422e-08,0.008375
135,5.682032887700088e-08,0.0084375
136,5.72113958770135e-08,0.0085
137,5.76020747001312e-08,0.0085625
138,5.799236539814764e-08,0.008625
139,5.838226802240762e-08,0.0086875
140,5.877178263006709e-08,0.00875
141,5.916090928242976e-08,0.0088125
142,5.954964804335957e-08,0.008875
143,5.99379989817755e-08,0.0089375
144,6.032596216823938e-08,0.009
145,6.071353766863748e-08,0.0090625
146,6.110072555064703e-08,0.009125
147,6.148752588477689e-08,0.0091875
148,6.187393874463659e-08,0.00925
149,6.225996420482698e-08,0.0093125
150,6.264560233841641e-08,0.009375
151,6.303085321863028e-08,0.0094375
152,6.341571691819017e-08,0.0095
153,6.380019350632255e-08,0.0095625
154,6.418428305148135e-08,0.009625
155,6.456798562730488e-08,0.0096875
156,6.495130131000771e-08,0.00975
157,6.53342301699467e-08,0.0098125
158,6.571677227155016e-08,0.009875
159,6.6098927676438e-08,0.0099375
160,6.648069644728233e-08,0.01
161,6.686207864872833e-08,0.0100625
162,6.724307434952005e-08,0.010125
163,6.762368362218478e-08,0.0101875
164,6.80039065404484e-08,0.01025
165,6.8383743182433e-08,0.0103125
166,6.876319363171913e-08,0.010375
167,6.914225796827023e-08,0.0104375
168,6.952093626875797e-08,0.0105
169,6.989922861208001e-08,0.0105625
170,7.027713507897493e-08,0.010625
171,7.065465575455016e-08,0.0106875
172,7.103179072863003e-08,0.01075
173,7.140854009743172e-08,0.0108125
174,7.178490396252517e-08,0.010875
175,7.216088242467314e-08,0.0109375
176,7.253647557950593e-08,0.011
177,7.291168352019393e-08,0.0110625
178,7.32865063397169e-08,0.011125
179,7.366094412748478e-08,0.0111875
180,7.403499697321984e-08,0.01125
181,7.440866497067113e-08,0.0113125
182,7.478194821638874e-08,0.011375
183,7.515484680990953e-08,0.0114375
184,7.552736084764382e-08,0.0115
185,7.589949042099757e-08,0.0115625
186,7.627123561772175e-08,0.011625
187,7.664259652236315e-08,0.0116875
188,7.701357321493939e-08,0.01175
189,7.738416577771365e-08,0.0118125
190,7.775437429607142e-08,0.011875
191,7.81241988579125e-08,0.0119375
192,7.849363955811099e-08,0.012
193,7.886269649947678e-08,0.0120625
194,7.923136978946474e-08,0.012125
195,7.959965953518018e-08,0.0121875
196,7.996756584136876e-08,0.01225
197,8.033508880588975e-08,0.0123125
198,8.07022285193204e-08,0.012375
199,8.10689850686401e-08,0.0124375
200,8.143535854636585e-08,0.0125
201,8.180134905170954e-08,0.0125625
202,8.216695668915824e-08,0.012625
203,8.253218156603267e-08,0.0126875
204,8.289702378789057e-08,0.01275
205,8.326148345981537e-08,0.0128125
206,8.362556068584253e-08,0.012875
207,8.398925556523797e-08,0.0129375
208,8.435256819448094e-08,0.013
209,8.471549866740851e-08,0.0130625
210,8.507804707276537e-08,0.013125
211,8.544021349480594e-08,0.0131875
212,8.580199801635295e-08,0.01325
213,8.616340072184092e-08,0.0133125
214,8.652442170105768e-08,0.013375
215,8.68850610441975e-08,0.0134375
216,8.724531883849204e-08,0.0135
217,8.760519516993173e-08,0.0135625
218,8.796469012002166e-08,0.013625
219,8.83238037679928e-08,0.0136875
220,8.86825361932163e-08,0.01375
221,8.904088747661138e-08,0.0138125
222,8.939885770063527e-08,0.013875
223,8.975644694742742e-08,0.0139375
224,9.011365530312907e-08,0.014
225,9.047048285842386e-08,0.0140625
226,9.082692971018397e-08,0.014125
227,9.118299596335714e-08,0.0141875
228,9.153868172966613e-08,0.01425
229,9.189398712804556e-08,0.0143125
230,9.224891228473969e-08,0.014375
231,9.260345733233126e-08,0.0144375
232,9.295762240523263e-08,0.0145
233,9.331140763358231e-08,0.0145625
234,9.366481314653022e-08,0.014625
235,9.401783907218036e-08,0.0146875
236,9.437048553069292e-08,0.01475
237,9.472275263144665e-08,0.0148125
238,9.507464047697509e-08,0.014875
239,9.542614916671876e-08,0.0149375
240,9.577727879370017e-08,0.015
241,9.612802944541763e-08,0.0150625
242,9.647840121124971e-08,0.015125
243,9.682839418694549e-08,0.0151875
244,9.717800847600858e-08,0.01525
245,9.752724418805951e-08,0.0153125
246,9.787610143516186e-08,0.015375
247,9.822458033267308e-08,0.0154375
248,9.857268100025224e-08,0.0155
249,9.892040356483008e-08,0.0155625
250,9.926774815433186e-08,0.015625
251,9.961471489298463e-08,0.0156875
252,9.996130390194652e-08,0.01575
253,1.0030751529680629e-07,0.0158125
254,1.0065334918681353e-07,0.015875
255,1.0099880567175186e-07,0.0159375
256,1.0134388484455649e-07,0.016
257,1.0168858679521471e-07,0.0160625
258,1.0203291160818507e-07,0.016125
259,1.0237685936456883e-07,0.0161875
260,1.0272043014633248e-07,0.01625
261,1.0306362404220098e-07,0.0163125
262,1.0340644115334498e-07,0.016375
263,1.0374888159074736e-07,0.0164375
