timestamp,bluetooth_le-F1:5F:C5:86:3E:30-Resistance-1,bluetooth_le-F1:5F:C5:86:3E:30-Ambient Light-0,bluetooth_le-F1:5F:C5:86:3E:30-Humidity-0,bluetooth_le-F1:5F:C5:86:3E:30-Pressure-0,bluetooth_le-F1:5F:C5:86:3E:30-Temperature-1
1637331056078,,,102.85865783691406,0.9867439862977655,33.76936340332031
1637331056123,452.4822852647644,,,,
1637331056212,,,,,33.76936340332031
1637331056213,,,102.80897521972656,,
1637331056215,,,,0.9867223009720808,
1637331056216,442.2535116221788,,,,
1637331056347,,0.0,,,33.76936340332031
1637331056348,,,102.92488098144531,0.9866929354268829,
1637331056393,452.4822852647644,,,,
1637331056482,,,,,33.82278823852539
1637331056483,,,102.97126770019531,0.9866676358802507,
1637331056484,471.2643936455603,,,,
1637331056572,,0.0,,,
1637331056617,,,,,33.76936340332031
1637331056618,,,103.01100158691406,,
1637331056661,,,,0.9863517680286978,
1637331056662,469.15349211585084,,,,
1637331056752,,,102.90170288085938,,33.751556396484375
1637331056753,,,,0.9866339031514079,
1637331056754,486.2118955858545,,,,
1637331056841,,0.0,,,
1637331056887,,,102.91496276855469,0.9865315002245636,33.76936340332031
1637331056889,512.555414357086,,,,
1637331056978,,,102.82884216308594,,33.751556396484375
1637331056979,517.0370083650623,,,0.9867204185653374,
1637331057112,,0.0,,,33.751556396484375
1637331057113,,,102.74272918701172,0.9867095759024951,
1637331057157,494.8905137049014,,,,
1637331057248,,,,,33.76936340332031
1637331057249,,,102.61686706542969,0.9867112324204292,
1637331057250,477.6334782907746,,,,
1637331057337,,0.0,,,
1637331057382,,,102.4578857421875,,33.76936340332031
1637331057383,,,,0.9867661986973384,
1637331057427,462.8571378124004,,,,
1637331057517,,,,,33.751556396484375
1637331057518,,,102.41151428222656,0.9864772869103519,
1637331057519,448.3733959171901,,,,
1637331057653,,0.0,,,
1637331057654,,,102.41484069824219,,33.751556396484375
1637331057655,,,,0.9866469294060727,
1637331057698,440.2250463808651,,,,
1637331057787,,,102.47114562988281,,33.76936340332031
1637331057788,,,,0.986737510818568,
1637331057789,438.2022389738328,,,,
1637331057877,,0.0,,,
1637331057922,,,,,33.787174224853516
1637331057923,,,102.44132995605469,0.9867476005187129,
1637331057967,436.1851437413944,,,,
1637331058057,,,102.56387329101562,,33.76936340332031
1637331058058,,,,0.9867119853831267,
1637331058059,420.2496346377629,,,,
1637331058147,,0.0,,,
1637331058191,,,,,33.76936340332031
1637331058192,,,102.60362243652344,0.9867333695237324,
1637331058283,436.1851437413944,,,,
1637331058327,,,102.67317199707031,,33.80498123168945
1637331058328,,,,0.9867719212138385,
1637331058372,440.2250463808651,,,,
1637331058462,,0.0,,,33.787174224853516
1637331058463,,,102.72947692871094,0.9867206444541466,
1637331058507,446.3276673833569,,,,
1637331058597,,,,,33.80498123168945
1637331058598,,,102.81227111816406,0.9867261410818375,
1637331058600,436.1851437413944,,,,
1637331058687,,0.0,,,
1637331058732,,,102.8884506225586,,33.751556396484375
1637331058733,,,,0.9864659171736213,
1637331058777,452.4822852647644,,,,
1637331058866,,,,,33.787174224853516
1637331058867,,,102.99444580078125,,
1637331058868,452.4822852647644,,,0.9867485793702195,
1637331059003,,0.0,103.05406188964844,,33.76936340332031
1637331059004,,,,0.9866948178336263,
1637331059050,475.50434498298785,,,,
1637331059137,,,,,33.787174224853516
1637331059182,,,103.09049987792969,0.9867088229397977,
1637331059183,501.4662700500234,,,,
1637331059227,,0.0,,,
1637331059272,,,103.09379577636719,,33.787174224853516
1637331059273,,,,0.9866933872045013,
1637331059318,514.7929023132826,,,,
1637331059406,,,,,33.80498123168945
1637331059407,,,102.98118591308594,,
1637331059408,537.5375617838239,,,0.9866719277676258,
1637331059496,,0.0,,,
1637331059497,,,102.94475555419922,,33.69813537597656
1637331059541,,,,0.9866830716155471,
1637331059542,532.9341233672134,,,,
1637331059633,,,102.75928497314453,,33.751556396484375
1637331059634,514.7929023132826,,,0.9866907518350604,
1637331059811,,0.0,,,
1637331059812,,,,,33.751556396484375
1637331059813,,,102.66654968261719,0.9867353272267456,
1637331059858,508.10012069228895,,,,
1637331059946,,,,,33.751556396484375
1637331059947,,,102.706298828125,0.9867174820108175,
1637331059948,514.7929023132826,,,,
1637331060038,,0.0,,,
1637331060127,,,,,33.73374938964844
1637331060128,,,102.69303894042969,0.9867184608623242,
1637331060173,492.711360672877,,,,
1637331060263,,,102.60692596435547,,33.751556396484375
1637331060264,508.10012069228895,,,0.986722828045969,
1637331060352,,0.0,,,
1637331060353,,,,,33.73374938964844
1637331060354,,,102.68310546875,,
1637331060396,,,,0.9867646927719436,
1637331060397,481.9102576711703,,,,
1637331060488,,,102.71292114257812,,33.751556396484375
1637331060489,,,,0.9867384896700746,
1637331060492,473.3812865196108,,,,
1637331060623,,0.0,,,33.76936340332031
1637331060624,,,102.78909301757812,0.9866927095380736,
1637331060667,473.3812865196108,,,,
1637331060756,,,,,33.751556396484375
1637331060757,,,102.86195373535156,0.9865138808974447,
1637331060759,486.2118955858545,,,,
1637331060893,,0.0,,,33.73374938964844
1637331060894,,,102.8818359375,0.9865056736040433,
1637331060939,471.2643936455603,,,,
1637331061026,,,,,33.7159423828125
1637331061027,,,102.934814453125,0.9867550548494171,
1637331061028,475.50434498298785,,,,
1637331061117,,0.0,,,
1637331061161,,,,,33.76936340332031
1637331061162,,,102.99775695800781,,
1637331061163,,,,0.9867640151055159,
1637331061207,467.0487265548845,,,,
1637331061343,,,102.92488098144531,0.9867658975122594,33.787174224853516
1637331061344,454.5454446934474,,,,
1637331061386,,0.0,,,
1637331061387,,,103.08717346191406,,33.787174224853516
1637331061431,,,,0.9867230539347782,
1637331061432,469.15349211585084,,,,
1637331061522,,,,,33.787174224853516
1637331061523,,,103.20972442626953,0.9867218491944624,
1637331061524,481.9102576711703,,,,
1637331061657,,0.0,,,
1637331061658,,,103.23953247070312,0.9864550745107791,33.787174224853516
1637331061702,505.8823557791,,,,
1637331061792,,,,,33.751556396484375
1637331061793,,,103.14347839355469,0.9866411315933028,
1637331061794,521.5453235298872,,,,
1637331061882,,0.0,,,
1637331061926,,,,,33.751556396484375
1637331061927,,,103.14347839355469,0.9867194397138308,
1637331061973,542.1686544527705,,,,
1637331062064,,,103.16997528076172,,33.787174224853516
1637331062065,517.0370083650623,,,0.9866915047977578,
1637331062152,,0.0,,,33.751556396484375
1637331062153,,,102.83214569091797,,
1637331062154,,,,0.9867008415352054,
1637331062198,499.26793627545976,,,,
1637331062287,,,,,33.76936340332031
1637331062288,,,102.82884216308594,0.9866931613156921,
1637331062289,460.77034690833864,,,,
1637331062423,,0.0,,,33.751556396484375
1637331062424,,,102.61024475097656,0.9867138677898701,
1637331062467,446.3276673833569,,,,
1637331062557,,,,,33.76936340332031
1637331062558,,,102.52082824707031,0.9863825642030208,
1637331062560,430.1675983383237,,,,
1637331062647,,0.0,,,
1637331062737,,,102.44464874267578,,33.73374938964844
1637331062738,,,,0.9864433282926999,
1637331062782,414.36462669282946,,,,
1637331062872,,,102.47114562988281,,33.73374938964844
1637331062873,,,,0.9866351078917237,
1637331062874,408.52821187382904,,,,
1637331062962,,0.0,,,33.73374938964844
1637331062963,,,102.54400634765625,0.9864741244670229,
1637331063007,414.36462669282946,,,,
1637331063097,,,,,33.751556396484375
1637331063098,,,102.57049560546875,0.9867280987848507,
1637331063099,420.2496346377629,,,,
1637331063186,,0.0,,,
1637331063231,,,,,33.76936340332031
1637331063232,,,102.71292114257812,,
1637331063233,,,,0.98671966560264,
1637331063278,410.46831686327073,,,,
1637331063366,,,,,33.76936340332031
1637331063367,,,102.7327880859375,,
1637331063368,430.1675983383237,,,0.9867408991507063,
1637331063457,,0.0,,,33.751556396484375
1637331063458,,,102.90170288085938,,
1637331063501,,,,0.9867351013379364,
1637331063548,428.172964031484,,,,
1637331063592,,,,,33.787174224853516
1637331063593,,,102.77253723144531,0.9866813398013431,
1637331063637,412.41379785027436,,,,
1637331063727,,0.0,,,
1637331063728,,,102.92488098144531,0.9866977543881461,33.73374938964844
1637331063773,424.2002776014619,,,,
1637331063863,,,,,33.787174224853516
1637331063864,,,103.02757263183594,0.9867483534814103,
1637331063865,448.3733959171901,,,,
1637331063952,,0.0,,,
1637331063998,,,103.15673828125,,33.787174224853516
1637331063999,,,,0.9867423297798312,
1637331064044,444.2877203812971,,,,
1637331064132,,,103.10043334960938,,33.787174224853516
1637331064133,,,,0.9867329177461139,
1637331064134,464.9499278348915,,,,
1637331064222,,0.0,,,
1637331064267,,,103.26602935791016,0.9866878905768104,33.751556396484375
1637331064313,501.4662700500234,,,,
1637331064401,,,,,33.751556396484375
1637331064402,,,103.27597045898438,0.9866955707963236,
1637331064403,542.1686544527705,,,,
1637331064538,,0.0,,,
1637331064539,,,103.26934814453125,0.9867192138250216,33.787174224853516
1637331064582,563.3587609906766,,,,
1637331064671,,,,,33.751556396484375
1637331064672,,,103.34883117675781,,
1637331064674,,,,0.9864317326671601,
1637331064675,568.1470334891222,,,,
1637331064807,,0.0,,,33.73374938964844
1637331064808,,,103.22296142578125,0.9866596544756584,
1637331064852,560.9755934454873,,,,
1637331064943,,,103.22296142578125,,33.73374938964844
1637331064944,528.3582074510995,,,0.9867333695237324,
1637331065032,,0.0,,,
1637331065077,,,,,33.751556396484375
1637331065078,,,102.9116439819336,0.9867047569412318,
1637331065124,492.711360672877,,,,
1637331065211,,,,,33.751556396484375
1637331065212,,,102.83214569091797,0.9867025733494094,
1637331065213,452.4822852647644,,,,
1637331065346,,0.0,,,
1637331065347,,,,,33.7159423828125
1637331065348,,,102.60692596435547,0.9867210962317651,
1637331065393,432.16781156046505,,,,
1637331065482,,,,,33.73374938964844
1637331065483,,,102.4777603149414,0.9867218491944624,
1637331065484,408.52821187382904,,,,
1637331065572,,0.0,,,
1637331065662,,,,,33.76936340332031
1637331065663,,,102.42477416992188,0.9866618380674809,
1637331065707,398.90710798281384,,,,
1637331065796,,,,,33.751556396484375
1637331065797,,,102.40489959716797,0.986511245528004,
1637331065799,398.90710798281384,,,,
1637331065886,,0.0,,,
1637331065932,,,102.45126342773438,0.9864794705021743,33.751556396484375
1637331065978,387.5338813482023,,,,
1637331066067,,,,,33.76936340332031
1637331066068,,,102.51750946044922,0.9867140936786793,
1637331066070,372.6541438243005,,,,
1637331066157,,0.0,,,
1637331066202,,,,,33.751556396484375
1637331066203,,,102.62350463867188,0.9867423297798312,
1637331066248,385.65628121334447,,,,
1637331066337,,,,,33.751556396484375
1637331066338,,,102.7096176147461,0.9867276470072323,
1637331066340,385.65628121334447,,,,
1637331066427,,0.0,,,
1637331066471,,,,,33.751556396484375
1637331066472,,,102.71623229980469,,
1637331066473,,,,0.9867189126399426,
1637331066517,391.3043437698163,,,,
1637331066607,,,102.82553100585938,0.9867208703429559,33.76936340332031
1637331066608,396.9986277374971,,,,
1637331066743,,0.0,,,
1637331066744,,,,,33.73374938964844
1637331066745,,,102.87521362304688,0.9867146207525676,
1637331066787,402.7397376024876,,,,
1637331066877,,,,,33.80498123168945
1637331066878,,,103.01761627197266,0.9866782526542839,
1637331066879,418.28254902895475,,,,
1637331066967,,0.0,,,
1637331067012,,,103.07392120361328,0.9864967886442141,33.751556396484375
1637331067057,440.2250463808651,,,,
1637331067147,,,,,33.76936340332031
1637331067148,,,103.11698913574219,0.98661026012271,
1637331067149,462.8571378124004,,,,
1637331067238,,0.0,,,
1637331067282,,,,,33.73374938964844
1637331067283,,,103.08055877685547,0.9867054346076595,
1637331067327,488.3720794840724,,,,
1637331067416,,,,,33.751556396484375
1637331067417,,,103.02093505859375,,
1637331067418,505.8823557791,,,0.9866931613156921,
1637331067507,,0.0,,,
1637331067552,,,,,33.7159423828125
1637331067553,,,102.92158508300781,0.986698959128462,
1637331067598,494.8905137049014,,,,
1637331067686,,,,,33.76936340332031
1637331067687,,,102.67317199707031,0.9867006156463961,
1637331067689,484.0579442531229,,,,
1637331067777,,0.0,,,
1637331067822,,,,,33.7159423828125
1637331067823,,,102.55725860595703,0.986679909172218,
1637331067868,460.77034690833864,,,,
1637331068003,,,102.41484069824219,0.9867331436349231,33.76936340332031
1637331068009,446.3276673833569,,,,
1637331068092,,0.0,,,
1637331068093,,,,,33.7159423828125
1637331068094,,,102.28567504882812,0.9863674296528034,
1637331068138,430.1675983383237,,,,
1637331068227,,,102.32872009277344,,33.73374938964844
1637331068272,,,,0.9867143948637583,
1637331068273,430.1675983383237,,,,
1637331068317,,0.0,,,
1637331068362,,,,,33.69813537597656
1637331068363,,,102.32540130615234,0.98672252686089,
1637331068407,430.1675983383237,,,,
1637331068498,,,,,33.73374938964844
1637331068499,,,102.27903747558594,0.986690300057442,
1637331068501,438.2022389738328,,,,
1637331068587,,0.0,,,
1637331068631,,,,,33.76936340332031
1637331068632,,,102.36183166503906,,
1637331068676,,,,0.9867220750832716,
1637331068677,420.2496346377629,,,,
1637331068767,,,102.44795227050781,,33.76936340332031
1637331068768,,,,0.9867252375266007,
1637331068769,422.2222177481946,,,,
1637331068857,,0.0,,,
1637331068902,,,102.58042907714844,0.9867630362540093,33.76936340332031
1637331068948,410.46831686327073,,,,
1637331069037,,,,,33.787174224853516
1637331069038,,,102.56056213378906,0.986715072530186,
1637331069039,410.46831686327073,,,,
1637331069128,,0.0,,,
1637331069171,,,,,33.69813537597656
1637331069172,,,102.63673400878906,0.9864883554620034,
1637331069219,408.52821187382904,,,,
1637331069307,,,,,33.751556396484375
1637331069308,,,102.74272918701172,0.9866729066191324,
1637331069310,410.46831686327073,,,,
1637331069442,,0.0,102.85202026367188,,33.751556396484375
1637331069443,,,,0.986703552200916,
1637331069488,432.16781156046505,,,,
1637331069577,,,,,33.76936340332031
1637331069578,,,102.96794891357422,0.9866895470947447,
1637331069580,456.61453030681747,,,,
1637331069667,,0.0,,,
1637331069712,,,,,33.80498123168945
1637331069713,,,103.07723999023438,0.9866389480014803,
1637331069803,490.538577934194,,,,
1637331069848,,,102.96794891357422,,33.76936340332031
1637331069849,,,,0.9867112324204292,
1637331069892,519.2878422776885,,,,
1637331069982,,0.0,,,33.751556396484375
1637331069983,,,103.06068420410156,0.9867054346076595,
1637331070027,556.2310268216803,,,,
1637331070117,,,102.96794891357422,,33.73374938964844
1637331070118,,,,0.9867160513816925,
1637331070119,551.5151299983681,,,,
1637331070207,,0.0,,,
1637331070208,,,102.79903411865234,,33.76936340332031
1637331070254,,,,0.9866543837367767,
1637331070255,551.5151299983681,,,,
1637331070341,,,,,33.73374938964844
1637331070342,,,102.6864242553711,0.9862628431341367,
1637331070343,537.5375617838239,,,,
1637331070476,,0.0,,,
1637331070477,,,,,33.751556396484375
1637331070478,,,102.60692596435547,0.9866960225739421,
1637331070522,508.10012069228895,,,,
1637331070611,,,,,33.76936340332031
1637331070612,,,102.53738403320312,0.9867331436349231,
1637331070614,488.3720794840724,,,,
1637331070702,,0.0,,,
1637331070747,,,102.59037017822266,,33.751556396484375
1637331070748,,,,0.9867469228522853,
1637331070792,501.4662700500234,,,,
1637331070881,,,,,33.787174224853516
1637331070882,,,102.60031127929688,0.9867283246736599,
1637331070927,499.26793627545976,,,,
1637331071016,,0.0,,,33.787174224853516
1637331071017,,,102.71292114257812,,
1637331071018,,,,0.9866604074383558,
1637331071062,505.8823557791,,,,
1637331071196,,,,,33.787174224853516
1637331071197,,,102.71953582763672,0.9867013686090935,
1637331071198,508.10012069228895,,,,
1637331071286,,0.0,,,
1637331071287,,,102.74604797363281,,33.76936340332031
1637331071288,,,,0.986698959128462,
1637331071332,499.26793627545976,,,,
1637331071422,,,102.84208679199219,0.9867293035251665,33.787174224853516
1637331071424,508.10012069228895,,,,
1637331071557,,0.0,,,
1637331071601,,,,,33.76936340332031
1637331071603,,,102.91825866699219,0.9867146207525676,
1637331071604,494.8905137049014,,,,
1637331071692,,,103.00769805908203,,33.787174224853516
1637331071694,484.0579442531229,,,0.9866975284993369,
1637331071781,,0.0,,,
1637331071826,,,,,33.76936340332031
1637331071827,,,102.95469665527344,0.9867244845639033,
1637331071872,494.8905137049014,,,,
1637331071961,,,,,33.76936340332031
1637331071962,,,102.9580078125,0.9867194397138308,
1637331071964,492.711360672877,,,,
1637331072052,,0.0,,,
1637331072096,,,,,33.787174224853516
1637331072097,,,103.12692260742188,0.9867194397138308,
1637331072142,497.0760088376885,,,,
1637331072231,,,103.12361145019531,,33.80498123168945
1637331072232,,,,0.9866620639562901,
1637331072233,512.555414357086,,,,
1637331072366,,0.0,,,
1637331072367,,,103.03749084472656,,33.76936340332031
1637331072368,,,,0.986632698411092,
1637331072412,528.3582074510995,,,,
1637331072501,,,,,33.76936340332031
1637331072502,,,102.99775695800781,0.986696323759021,
1637331072503,528.3582074510995,,,,
1637331072636,,0.0,,,
1637331072637,,,102.89508819580078,,33.76936340332031
1637331072639,,,,0.9867037780897252,
1637331072682,512.555414357086,,,,
1637331072771,,,,,33.76936340332031
1637331072772,,,102.80897521972656,0.986677047913968,
1637331072774,488.3720794840724,,,,
1637331072861,,0.0,,,
1637331072906,,,102.58042907714844,,33.7159423828125
1637331072907,,,,0.9867333695237324,
1637331072952,467.0487265548845,,,,
1637331073041,,,,,33.787174224853516
1637331073042,,,102.60362243652344,0.98672252686089,
1637331073043,458.6894462267708,,,,
1637331073177,,0.0,,,33.787174224853516
1637331073178,,,102.6797866821289,0.9866608592159742,
1637331073222,448.3733959171901,,,,
1637331073311,,,,,33.751556396484375
1637331073312,,,102.60031127929688,0.9863748839835076,
1637331073313,442.2535116221788,,,,
1637331073492,,0.0,102.58705139160156,,33.751556396484375
1637331073493,,,,0.9867213221205743,
1637331073537,446.3276673833569,,,,
1637331073627,,,,,33.787174224853516
1637331073628,,,102.75928497314453,0.9867305082654824,
1637331073629,450.4249516907538,,,,
1637331073717,,0.0,,,
1637331073718,,,102.86528015136719,,33.76936340332031
1637331073807,,,,0.986698959128462,
1637331073808,444.2877203812971,,,,
1637331073852,,,102.86857604980469,,33.76936340332031
1637331073853,,,,0.9867596479218711,
1637331073897,440.2250463808651,,,,
1637331073986,,0.0,,,
1637331073987,,,102.90170288085938,,33.787174224853516
1637331073988,,,,0.9867610785509962,
1637331074032,440.2250463808651,,,,
1637331074121,,,,,33.76936340332031
1637331074122,,,102.99775695800781,0.986742103891022,
1637331074167,448.3733959171901,,,,
1637331074257,,0.0,,,33.787174224853516
1637331074258,,,103.07723999023438,0.9866830716155471,
1637331074302,440.2250463808651,,,,
1637331074391,,,,,33.76936340332031
1637331074392,,,102.97789001464844,0.9867473746299037,
1637331074394,442.2535116221788,,,,
1637331074526,,0.0,,,
1637331074527,,,103.04412841796875,,33.751556396484375
1637331074528,,,,0.9866538566628886,
1637331074572,448.3733959171901,,,,
1637331074662,,,103.05406188964844,,33.76936340332031
1637331074663,,,,0.986687137614113,
1637331074664,460.77034690833864,,,,
1637331074797,,0.0,,,33.76936340332031
1637331074798,,,102.9050064086914,0.9867184608623242,
1637331074842,471.2643936455603,,,,
1637331074931,,,,,33.751556396484375
1637331074932,,,102.84870147705078,,
1637331074933,,,,0.9866972273142579,
1637331074934,481.9102576711703,,,,
1637331075067,,0.0,,,33.7159423828125
1637331075068,,,102.67317199707031,0.9867471487410945,
1637331075112,488.3720794840724,,,,
1637331075202,,,,,33.751556396484375
1637331075203,,,102.66654968261719,0.9867100276801135,
1637331075204,486.2118955858545,,,,
1637331075382,,0.0,,,33.76936340332031
1637331075383,,,102.62350463867188,0.9867184608623242,
1637331075428,484.0579442531229,,,,
1637331075516,,,,,33.76936340332031
1637331075517,,,102.56719970703125,0.986487602499306,
1637331075518,481.9102576711703,,,,
1637331075606,,0.0,,,
1637331075607,,,102.72947692871094,,33.80498123168945
1637331075651,,,,0.9866909777238696,
1637331075652,481.9102576711703,,,,
1637331075742,,,,,33.76936340332031
1637331075743,,,102.74604797363281,0.9863724745028759,
1637331075744,481.9102576711703,,,,
1637331075877,,0.0,,,
1637331075878,,,,,33.787174224853516
1637331075879,,,102.90170288085938,0.9867529465538644,
1637331075922,479.7688125747511,,,,
1637331076011,,,,,33.787174224853516
1637331076012,,,102.7029800415039,0.9867216233056532,
1637331076014,479.7688125747511,,,,
1637331076147,,0.0,,,
1637331076148,,,102.81890869140625,0.9867242586750941,33.80498123168945
1637331076192,479.7688125747511,,,,
1637331076283,,,102.934814453125,0.98671966560264,33.76936340332031
1637331076284,477.6334782907746,,,,
1637331076417,,0.0,,,
1637331076418,,,103.03086853027344,,33.76936340332031
1637331076419,,,,0.9867124371607451,
1637331076463,479.7688125747511,,,,
1637331076551,,,,,33.787174224853516
1637331076552,,,102.94807434082031,0.986311710413197,
1637331076554,479.7688125747511,,,,
1637331076686,,0.0,,,
1637331076732,,,102.96794891357422,,33.80498123168945
1637331076733,484.0579442531229,,,0.9866430140000463,
1637331076822,,,103.04742431640625,,33.80498123168945
1637331076823,492.711360672877,,,0.9867391673365022,
1637331076957,,0.0,102.96794891357422,,33.751556396484375
1637331076958,,,,0.9867180090847057,
1637331077047,503.6710442683231,,,,
1637331077091,,,,,33.76936340332031
1637331077092,,,102.87189483642578,0.9867300564878639,
1637331077137,510.3245010035411,,,,
1637331077227,,0.0,102.89508819580078,,33.76936340332031
1637331077228,,,,0.9867148466413768,
1637331077272,505.8823557791,,,,
1637331077364,,,102.79239654541016,,33.76936340332031
1637331077365,,,,0.9866750902109548,
1637331077366,486.2118955858545,,,,
1637331077497,,0.0,,,
1637331077498,,,102.64999389648438,,33.787174224853516
1637331077499,,,,0.9866970014254487,
1637331077543,462.8571378124004,,,,
1637331077631,,,,,33.76936340332031
1637331077632,,,102.507568359375,0.9864779645767795,
1637331077634,434.1736790364072,,,,
1637331077766,,0.0,,,
1637331077767,,,102.26248168945312,,33.73374938964844
1637331077768,,,,0.9866674099914415,
1637331077813,400.8208108206512,,,,
1637331077909,,,102.2293701171875,,33.73374938964844
1637331077910,368.98394781041407,,,0.986716503159311,
1637331078037,,0.0,,,
1637331078038,,,102.12005615234375,0.9867201173802584,33.69813537597656
1637331078083,349.14360299405985,,,,
1637331078172,,,102.04057312011719,,33.76936340332031
1637331078173,,,,0.9867372849297588,
1637331078174,340.31413570085226,,,,
1637331078307,,0.0,,,
1637331078308,,,,,33.73374938964844
1637331078309,,,101.97101593017578,0.9867146207525676,
1637331078353,331.599453730682,,,,
1637331078442,,,102.0538330078125,,33.73374938964844
1637331078443,,,,0.9866851799110998,
1637331078444,326.4248454653038,,,,
1637331078578,,0.0,102.10681915283203,,33.787174224853516
1637331078579,,,,0.9867237316012059,
1637331078622,324.70891344200567,,,,
1637331078712,,,102.11343383789062,,33.76936340332031
1637331078714,324.70891344200567,,,0.9865423428874059,
1637331078847,,0.0,,,
1637331078848,,,102.14987182617188,,33.751556396484375
1637331078849,,,,0.9866806621349155,
1637331078893,322.99739572383675,,,,
1637331078981,,,,,33.76936340332031
1637331078984,,,102.31548309326172,0.9867309600431008,
1637331079027,322.99739572383675,,,,
1637331079117,,0.0,,,
1637331079118,,,102.29890441894531,0.9866991850172712,33.787174224853516
1637331079162,329.8701315043567,,,,
1637331079255,342.07078427296346,,102.31878662109375,0.9867596479218711,33.80498123168945
1637331079387,,0.0,,,
1637331079388,,,,,33.76936340332031
1637331079389,,,102.44464874267578,0.9867273458221533,
1637331079432,363.5153109542348,,,,
1637331079522,,,102.55725860595703,,33.787174224853516
1637331079523,,,,0.9867620574025028,
1637331079525,395.09536990077555,,,,
1637331079657,,0.0,,,
1637331079658,,,102.59037017822266,,33.80498123168945
1637331079659,,,,0.9867285505624691,
1637331079703,424.2002776014619,,,,
1637331079792,,,,,33.82278823852539
1637331079793,,,102.63011932373047,0.9863893408672973,
1637331079794,458.6894462267708,,,,
1637331079928,,0.0,,,33.787174224853516
1637331079929,,,102.57049560546875,0.9865153115265698,
1637331079973,499.26793627545976,,,,
1637331080063,,,102.7261734008789,0.9867338965976206,33.80498123168945
1637331080064,532.9341233672134,,,,
1637331080196,,0.0,,,
1637331080197,,,,,33.787174224853516
1637331080198,,,102.63343811035156,0.9867119853831267,
1637331080242,549.1679151017039,,,,
1637331080332,,,102.4843978881836,0.9867104794577319,33.76936340332031
1637331080334,539.8496381892382,,,,
1637331080467,,0.0,,,33.787174224853516
1637331080468,,,102.507568359375,0.9867331436349231,
1637331080513,519.2878422776885,,,,
1637331080602,,,,,33.751556396484375
1637331080603,,,102.4578857421875,,
1637331080604,486.2118955858545,,,0.9866873635029222,
1637331080738,,0.0,,,33.787174224853516
1637331080739,,,102.255859375,0.9866714759900074,
1637331080782,454.5454446934474,,,,
1637331080872,,,102.07368469238281,,33.73374938964844
1637331080873,,,,0.9864883554620034,
1637331080875,426.1838369352267,,,,
1637331081007,,0.0,,,33.7159423828125
1637331081008,,,102.0339584350586,0.9865430205538336,
1637331081054,402.7397376024876,,,,
1637331081143,,,102.0074462890625,,33.76936340332031
1637331081144,387.5338813482023,,,0.9866931613156921,
1637331081232,,0.0,,,
1637331081277,,,,,33.787174224853516
1637331081278,,,102.01408386230469,0.9867538501091012,
1637331081323,378.19650492048123,,,,
1637331081411,,,,,33.73374938964844
1637331081456,,,101.8551025390625,,
1637331081457,,,,0.986737510818568,
1637331081458,374.4966447746951,,,,
1637331081502,,0.0,,,
1637331081547,,,101.88159942626953,,33.751556396484375
1637331081548,,,,0.9866943660560079,
1637331081592,359.8937523746633,,,,
1637331081683,,,,,33.80498123168945
1637331081684,,,101.99420928955078,0.9867466216672064,
1637331081685,347.36840710415464,,,,
1637331081772,,0.0,,,
1637331081817,,,,,33.76936340332031
1637331081818,,,102.01408386230469,,
1637331081819,,,,0.9867008415352054,
1637331081862,352.70805323638746,,,,
1637331081953,,,102.11013793945312,,33.82278823852539
1637331081954,,,,0.9867351013379364,
1637331081955,352.70805323638746,,,,
1637331082087,,0.0,,,33.787174224853516
1637331082088,,,102.2525405883789,0.9863851995724617,
1637331082133,354.4973656770844,,,,
1637331082268,,,,,33.787174224853516
1637331082269,,,102.31216430664062,0.9866999379799685,
1637331082270,356.29139601653634,,,,
1637331082312,,0.0,,,
1637331082357,,,102.39828491210938,,33.82278823852539
1637331082358,,,,0.9866787044319023,
1637331082402,365.3333372819689,,,,
1637331082492,,,102.40158081054688,,33.787174224853516
1637331082493,,,,0.9867080699771003,
1637331082494,385.65628121334447,,,,
1637331082627,,0.0,,,33.80498123168945
1637331082628,,,102.42809295654297,,
1637331082672,,,,0.9867232798235874,
1637331082673,412.41379785027436,,,,
1637331082763,,,,,33.787174224853516
1637331082764,,,102.4578857421875,0.9867008415352054,
1637331082765,444.2877203812971,,,,
1637331082897,,0.0,,,33.787174224853516
1637331082898,,,102.507568359375,0.9867192138250216,
1637331082942,471.2643936455603,,,,
1637331083033,,,102.4612045288086,,33.787174224853516
1637331083034,499.26793627545976,,,0.9864811270201085,
1637331083122,,0.0,,,
1637331083123,,,102.41151428222656,,33.82278823852539
1637331083124,,,,0.986608829493585,
1637331083167,488.3720794840724,,,,
1637331083257,,,,,33.751556396484375
1637331083258,,,102.32872009277344,0.9865505501808074,
1637331083259,471.2643936455603,,,,
1637331083347,,0.0,,,
1637331083393,,,102.20287322998047,,33.751556396484375
1637331083394,,,,0.9867341224864298,
1637331083439,458.6894462267708,,,,
1637331083527,,,102.16312408447266,0.98671966560264,33.73374938964844
1637331083529,462.8571378124004,,,,
1637331083617,,0.0,,,
1637331083662,,,102.16312408447266,0.9867104794577319,33.76936340332031
1637331083707,450.4249516907538,,,,
1637331083798,,,102.12998962402344,,33.80498123168945
1637331083799,438.2022389738328,,,0.9867433086313379,
1637331083932,,0.0,,,33.82278823852539
1637331083933,,,102.04719543457031,0.986657772068915,
1637331083977,434.1736790364072,,,,
1637331084068,,,102.18962097167969,,33.76936340332031
1637331084069,,,,0.9864630559153713,
