timestamp,bluetooth_le-F1:5F:C5:86:3E:30-Resistance-1,bluetooth_le-F1:5F:C5:86:3E:30-Humidity-0
1637993791432,61.13989625221233,88.63343048095703
1637993791522,61.13989625221233,88.69304656982422
1637993791656,,88.68641662597656
1637993791659,61.13989625221233,
1637993791747,61.13989625221233,88.64005279541016
1637993791837,,88.68310546875
1637993791838,61.13989625221233,
1637993791972,,88.61686706542969
1637993792017,62.24066045227191,
1637993792062,62.24066045227191,88.64005279541016
1637993792152,,88.59699249267578
1637993792197,62.24066045227191,
1637993792332,62.24066045227191,88.57380676269531
1637993792377,,88.62680053710938
1637993792378,62.24066045227191,
1637993792467,,88.58374786376953
1637993792512,62.24066045227191,
1637993792602,,88.61024475097656
1637993792603,62.24066045227191,
1637993792691,,88.58374786376953
1637993792692,62.24066045227191,
1637993792782,,88.57380676269531
1637993792827,62.24066045227191,
1637993792917,,88.55062866210938
1637993792918,62.24066045227191,
1637993793006,,88.54068756103516
1637993793007,62.24066045227191,
1637993793097,61.13989625221233,88.61024475097656
1637993793232,61.13989625221233,88.57049560546875
1637993793321,,88.46121215820312
1637993793322,61.13989625221233,
1637993793412,62.24066045227191,88.50094604492188
1637993793547,62.24066045227191,88.53407287597656
1637993793637,61.13989625221233,88.48438262939453
1637993793727,,88.49101257324219
1637993793728,62.24066045227191,
1637993793862,,88.46121215820312
1637993793863,62.24066045227191,
1637993793952,61.13989625221233,88.46451568603516
1637993794042,62.24066045227191,88.46121215820312
1637993794177,62.24066045227191,88.431396484375
1637993794267,,88.48770141601562
1637993794268,62.24066045227191,
1637993794357,,88.39164733886719
1637993794358,62.24066045227191,
1637993794492,,88.431396484375
1637993794493,62.24066045227191,
1637993794584,,88.42476654052734
1637993794585,61.13989625221233,
1637993794672,,88.4049072265625
1637993794673,62.24066045227191,
1637993794762,,88.49432373046875
1637993794763,62.24066045227191,
1637993794897,62.24066045227191,88.45458221435547
1637993794987,62.24066045227191,88.49432373046875
1637993795077,,88.41483306884766
1637993795078,61.13989625221233,
1637993795257,,88.43801879882812
1637993795258,62.24066045227191,
1637993795302,,88.4578857421875
1637993795303,62.24066045227191,
1637993795392,62.24066045227191,88.4512710571289
1637993795572,,88.43801879882812
1637993795573,61.13989625221233,
1637993795617,,88.431396484375
1637993795621,61.13989625221233,
1637993795707,,88.31878662109375
1637993795708,61.13989625221233,
1637993795842,,88.37840270996094
1637993795843,61.13989625221233,
1637993795932,,88.40158081054688
1637993795936,61.13989625221233,
1637993796022,,88.39496612548828
1637993796023,61.13989625221233,
1637993796112,,88.41483306884766
1637993796113,61.13989625221233,
1637993796247,62.24066045227191,88.38502502441406
1637993796337,61.13989625221233,88.35521697998047
1637993796427,,88.37840270996094
1637993796429,61.13989625221233,
1637993796562,61.13989625221233,88.40158081054688
1637993796652,61.13989625221233,88.36515808105469
1637993796742,61.13989625221233,88.34197235107422
1637993796877,,88.35521697998047
1637993796878,61.13989625221233,
1637993796967,61.13989625221233,88.35852813720703
1637993797057,,88.37177276611328
1637993797058,61.13989625221233,
1637993797192,,88.35521697998047
1637993797193,61.13989625221233,
1637993797286,,88.36184692382812
