timestamp,bluetooth_le-F1:5F:C5:86:3E:30-Resistance-1,bluetooth_le-F1:5F:C5:86:3E:30-Accelerometer X-0,bluetooth_le-F1:5F:C5:86:3E:30-Accelerometer Y-0,bluetooth_le-F1:5F:C5:86:3E:30-Accelerometer Z-0,bluetooth_le-F1:5F:C5:86:3E:30-Humidity-0,bluetooth_le-F1:5F:C5:86:3E:30-Temperature-1
1637760580218,56.75954782293517,,,,82.77774047851562,
1637760580308,,0.2001953125,1.297607421875,9.888916015625,,25.969572067260742
1637760580309,,,,,82.7677993774414,
1637760580310,55.670102654918374,,,,,
1637760580398,,0.185546875,1.246337890625,9.766845703125,,26.00518798828125
1637760580443,,,,,82.77442932128906,
1637760580444,55.670102654918374,,,,,
1637760580533,,0.2001953125,1.30859375,9.796142578125,,25.933956146240234
1637760580578,,,,,82.75786590576172,
1637760580579,55.670102654918374,,,,,
1637760580623,,0.2099609375,1.23291015625,9.830322265625,,
1637760580624,,,,,,25.98737907409668
1637760580668,,,,,82.88040924072266,
1637760580669,55.670102654918374,,,,,
1637760580758,,0.21728515625,1.26953125,9.852294921875,,25.98737907409668
1637760580803,,,,,82.78436279296875,
1637760580804,54.58290336470751,,,,,
1637760580893,,0.1806640625,1.239013671875,9.788818359375,,
1637760580894,,,,,,26.022994995117188
1637760580983,,,,,82.72805786132812,
1637760580984,55.670102654918374,,,,,
1637760581073,,0.213623046875,1.248779296875,9.837646484375,,25.98737907409668
1637760581118,,,,,82.73136901855469,
1637760581119,55.670102654918374,,,,,
1637760581208,,0.23193359375,1.2744140625,9.8486328125,,25.969572067260742
1637760581253,,,,,82.77111053466797,
1637760581254,55.670102654918374,,,,,
