c1,c2
0.016619687938019,0.03872760607139
0.040586540979314,4.108331911717
0.028603114458666,3.90133517625185
0.028603114458666,3.75527303413226
0.028603114458666,3.60921089201267
0.028603114458666,3.46314874989308
0.028603114458666,3.31708660777349
0.028603114458666,3.17102446565389
0.028603114458666,3.0249623235343
0.028603114458666,2.87890018141471
0.028603114458666,2.73283803929512
0.028603114458666,2.58677589717553
0.028603114458666,2.44071375505594
0.028603114458666,2.29465161293635
0.028603114458666,2.14858947081676
0.028603114458666,2.00252732869717
0.028603114458666,1.85646518657758
0.028603114458666,1.71040304445799
0.028603114458666,1.5643409023384
0.028603114458666,1.41827876021881
0.028603114458666,1.27221661809921
0.028603114458666,1.12615447597963
0.028603114458666,0.980092333860036
0.028603114458666,0.834030191740442
0.028603114458666,0.687968049620853
0.028603114458666,0.541905907501263
0.028603114458666,0.39584376538167
0.028603114458666,0.249781623262081
0.016619687938019,0.152331494386626
0.064553394020609,4.90776714657399
0.052569967499961,4.72917138318765
0.052569967499961,4.58310924106806
0.052569967499961,4.43704709894847
0.052569967499961,4.29098495682888
0.080531296048139,5.73555310853486
0.076536820541256,5.55700759012345
0.076536820541256,5.41094544800386
0.076536820541256,5.26488330588427
0.076536820541256,5.11882116376468
0.064553394020609,5.02137103488923
0.104498149089434,6.36863979264454
0.100503673582551,6.19009427423313
0.100503673582551,6.04403213211354
0.100503673582551,5.91014183517059
0.128465002130729,6.85566433463463
0.124470526623846,6.67711881622323
0.124470526623846,6.54322851928027
0.160420806185789,7.37114009367846
0.148437379665141,7.16414335821331
0.148437379665141,7.03025306127036
0.184387659227084,7.73238890217668
0.172404232706437,7.55379313879034
0.208354512268379,8.00437751271293
0.184387659227084,7.84599279049192
0.220337938789027,8.18703055782481
0.256288218350969,8.3759202604498
0.304221924433559,8.5202552315562
0.376122483557445,8.43144723836859
0.436039616160682,8.34662115944413
0.471989895722625,8.22107152833944
0.52791255281898,8.07536110104436
0.567857307887805,7.89709192999506
0.627774440491043,7.7757503155407
0.65573576903922,7.6055203404801
0.695680524108046,7.44348029633298
0.735625279176871,7.26521112528368
0.783558985259461,7.08699219920932
0.795542411780108,6.94911998800321
0.843476117862699,6.82770300608646
0.843476117862699,6.70598455432013
0.891409823945289,6.58456757240338
0.903393250465936,6.46292448809945
0.939343530027879,6.32926029354367
0.975293809589822,6.14690871828137
1.03521094219306,6.00122341347375
1.04719436871371,5.87958032916982
1.10711150131694,5.75823871471546
1.11909492783759,5.63659563041153
1.17501758493395,5.49899976656753
1.22694576652342,5.39383703404042
1.26289604608536,5.21757138136644
1.31082975216795,5.02312332838989
1.35876345825054,4.82867527541334
1.40669716433313,4.6342272224368
1.45463087041572,4.44586509204857
1.51454800301896,4.32452347759422
1.5504982825809,4.14825782492023
1.59843198866349,3.99235394833635
1.64636569474608,3.84659327606634
1.71826625386997,3.71721246562329
1.76619995995256,3.5552226664511
1.83210880581612,3.4075464045119
1.91000107820033,3.28023191866282
1.95793478428292,3.11824211949063
2.01385744137927,2.97253169219554
2.07776904948939,2.84310063677756
2.12570275557198,2.68111083760537
2.18561988817522,2.55165465969993
2.19760331469587,2.43001157539599
2.24553702077846,2.29236546657707
2.3054541533817,2.18725297902489
2.34140443294364,2.01707324893922
2.38933813902623,1.85508344976703
2.44925527162947,1.72562727186158
2.46123869815012,1.60398418755765
2.51716135524647,1.46638832371366
2.56908953683594,1.36122559118654
2.60503981639789,1.18495993851256
2.66096247349424,1.02910630690361
2.71289065508371,0.923943574376501
2.74884093464566,0.786222098095184
2.81474978050922,0.638545836155984
2.89264205289343,0.511231350306904
2.94057575897602,0.349241551134714
3.00049289157926,0.219785373229271
3.0124763180999,0.146829669631867
