c1,c2
0.020383435792053,0.147937411095302
0.046470184220838,2.41684128950682
0.041717393068744,2.24231022193671
0.04107415817598,2.09951207574297
0.040430923283215,1.95671392954924
0.039787688390451,1.81391578335551
0.039144453497686,1.67111763716178
0.038501218604921,1.52831949096804
0.037857983712157,1.38552134477431
0.037214748819392,1.24272319858058
0.036571513926628,1.09992505238685
0.035928279033863,0.957126906193118
0.035285044141099,0.814328759999384
0.034641809248334,0.671530613805651
0.03399857435557,0.528732467611921
0.033355339462805,0.385934321418187
0.021026670684818,0.290735557289032
0.072556932649623,2.92456803152898
0.067768406225709,2.74210373361477
0.067125171332944,2.59930558742104
0.106630514330234,3.44419461906728
0.093819419382674,3.24189724529283
0.093176184489909,3.0990990990991
0.120620873247863,3.90828859419691
0.119977638355099,3.76549044800318
0.119334403462334,3.62269230180945
0.150388354674134,4.3525494934663
0.14559982825022,4.17008519555209
0.145010196265186,4.0391868948745
0.171865253038107,4.71747808929473
0.171222018145342,4.57467994310099
0.20899420045935,5.03480730305857
0.19630817896316,4.86027623548846
0.182585834584183,4.45568148793955
0.22593271930215,5.27280421338146
0.209494494264833,5.14587252787592
0.250732997945405,5.49493466301616
0.307453808142103,5.75871457195736
0.282930477855454,5.59806665748941
0.355901902912411,5.94712879262964
0.42772979927112,6.0423275567588
0.499271813455267,6.07406047813518
0.570349269105751,6.00266140503832
0.617341151549384,5.86779648918868
0.688561548287148,5.8281303374682
0.753430000458863,5.69921534437663
0.830430577413554,5.6218663485217
0.901615238879498,5.57426696645712
0.960953657737029,5.53856742990869
0.996135032844068,5.42353558991929
1.06746263539729,5.4076691292311
1.13864729686324,5.36006974716652
1.18574638512233,5.24900452234917
1.25700251713192,5.21727160097279
1.31628733308172,5.16967221890821
1.35148657582467,5.05860699409086
1.42259976674697,4.99514115133809
1.4817595092454,4.91977546306918
1.51694088435244,4.80474362307978
1.5761542297586,4.74127778032702
1.61135347250155,4.63021255550967
1.68239519288021,4.55088025206871
1.74162640592228,4.49138102448798
1.7767720457575,4.36841595415449
1.83596752352775,4.30098349622968
1.87111316336297,4.17801842589618
1.92600254087888,4.03522027970245
1.98907529564162,3.94795474591739
2.0479670236014,3.81308983006776
2.05933084004024,3.69409137490631
2.10632272248388,3.55922645905668
2.16121209999978,3.41642831286295
2.22410617840343,3.28949662735741
2.2709908550316,3.13083202047548
2.32588023254751,2.98803387428175
2.38888151676662,2.8849018798085
2.45371423366651,2.74805365637284
2.53067907534938,2.6627714301738
2.57770669306484,2.53583974466827
2.6487484134435,2.4565074412273
2.69574029588713,2.32164252537767
2.76674628099398,2.23437699159261
2.81370242816579,2.09157884539887
2.87291577357195,2.02811300264611
2.90804354577126,1.90118131714057
2.97915673669356,1.8377154743878
3.03838794973563,1.77821624680707
3.07356932484267,1.66318440681768
3.13278267024883,1.59971856406491
3.16798191299178,1.48865333924756
3.23909510391408,1.42518749649479
3.28612272162954,1.29825581098926
3.35727164782366,1.24272319858058
3.42834910347414,1.17132412548371
3.47544819173324,1.06025890066637
3.54656138265554,0.996793057913596
3.593589000371,0.86986137240806
3.6647021912933,0.806395529655287
3.71172980900875,0.679463844149748
3.78287873520288,0.623931231741075
3.85406339666882,0.576331849676496
3.92517658759113,0.51286600692373
3.94861892590521,0.433533703482766
4.0198750579148,0.401800782106381
4.09105971938074,0.354201400041802
4.13823027818347,0.259002635912648
4.20948641019306,0.227269714536263
4.28081401274629,0.211403253848069
4.35203440948405,0.17173710212759
