timestamp,bluetooth_le-CE:C9:CF:DE:90:5A-Resistance-1
1636223082666,157.06214274603363
1636223082756,174.3119250803963
1636223082891,194.86580229458525
1636223082981,214.70936121274457
1636223083071,235.2231513692035
1636223083162,254.9019488679685
1636223083251,272.0497037830848
1636223083386,286.4321580586634
1636223083477,299.49238506188277
1636223083566,309.4629325840259
1636223083658,316.1953882543661
1636223083791,317.88930735470086
1636223083882,312.8205357688906
1636223083972,304.45860889776407
1636223084062,292.9292943401977
1636223084151,278.4019796039199
1636223084286,262.63871284548355
1636223084377,245.74209730423934
1636223084466,232.25030803882208
1636223084557,220.50058943095416
1636223084691,213.27013591451833
1636223084784,211.834327057586
1636223084872,213.27013591451833
1636223084962,220.50058943095416
1636223085096,230.76922230466616
1636223085187,244.22843963895474
1636223085276,261.0837389361802
1636223085366,281.601993764116
1636223085457,304.45860889776407
1636223085592,329.8701315043567
1636223085682,352.70805323638746
1636223085772,374.4966447746951
1636223085862,396.9986277374971
1636223085997,414.36462669282946
1636223086087,426.1838369352267
1636223086177,430.1675983383237
1636223086267,428.172964031484
1636223086357,422.2222177481946
1636223086492,410.46831686327073
1636223086627,396.9986277374971
1636223086671,376.3440831270724
1636223086762,356.29139601653634
1636223086900,331.599453730682
1636223086987,309.4629325840259
1636223087077,288.0503085911886
1636223087167,272.0497037830848
1636223087257,262.63871284548355
1636223087393,256.4417296444107
1636223087482,254.9019488679685
1636223087572,259.5325831483612
1636223087663,267.32673014908283
1636223087797,278.4019796039199
1636223087887,292.9292943401977
1636223087977,311.13957700843696
1636223088067,333.3333333333333
1636223088157,358.09019428186605
1636223088292,385.65628121334447
1636223088381,412.41379785027436
1636223088472,438.2022389738328
1636223088562,462.8571378124004
1636223088696,481.9102576711703
1636223088787,492.711360672877
1636223088878,497.0760088376885
1636223088967,497.0760088376885
1636223089056,492.711360672877
1636223089192,479.7688125747511
1636223089282,464.9499278348915
1636223089372,446.3276673833569
1636223089462,426.1838369352267
1636223089597,402.7397376024876
1636223089687,378.19650492048123
1636223089777,358.09019428186605
1636223089867,342.07078427296346
1636223089957,331.599453730682
1636223090092,326.4248454653038
1636223090182,324.70891344200567
1636223090272,326.4248454653038
1636223090361,333.3333333333333
1636223090497,343.83201949125566
1636223090586,358.09019428186605
1636223090677,374.4966447746951
1636223090767,393.1972616929975
1636223090902,414.36462669282946
1636223090992,436.1851437413944
1636223091082,458.6894462267708
1636223091172,479.7688125747511
1636223091262,499.26793627545976
1636223091397,512.555414357086
1636223091487,519.2878422776885
1636223091577,519.2878422776885
1636223091667,514.7929023132826
1636223091757,503.6710442683231
1636223091892,488.3720794840724
1636223091982,469.15349211585084
1636223092072,446.3276673833569
1636223092162,422.2222177481946
1636223092297,396.9986277374971
1636223092387,372.6541438243005
1636223092477,349.14360299405985
1636223092567,333.3333333333333
1636223092657,322.99739572383675
1636223092792,317.88930735470086
1636223092882,317.88930735470086
1636223092971,321.29033839516615
1636223093062,326.4248454653038
1636223093197,336.81462308726606
