timestamp,bluetooth_le-CE:C9:CF:DE:90:5A-Humidity-0
1636222083838,69.97232055664062
1636222083928,69.99467468261719
1636222084018,69.94039916992188
1636222084153,69.88929748535156
1636222084243,70.01702880859375
1636222084333,69.91804504394531
1636222084468,69.93720245361328
1636222084560,69.95316314697266
1636222084648,70.08090209960938
1636222084783,69.89569091796875
1636222084876,70.02342224121094
1636222084963,69.99148559570312
1636222085098,69.98828887939453
1636222085188,69.91484832763672
1636222085278,70.02022552490234
1636222085368,69.96275329589844
1636222085503,70.00106811523438
1636222085594,69.95635986328125
1636222085683,70.00106811523438
1636222085818,69.97871398925781
1636222085908,70.01383972167969
1636222085998,69.9308090209961
1636222086134,69.9819107055664
1636222086224,69.9819107055664
1636222086313,69.99148559570312
1636222086448,69.97551727294922
1636222086538,70.08409118652344
1636222086628,70.03299713134766
1636222086718,70.0074462890625
1636222086853,70.02980041503906
1636222086943,69.97871398925781
1636222087033,69.97871398925781
1636222087168,70.0457763671875
1636222087258,69.96913146972656
1636222087348,69.94358825683594
1636222087483,69.95316314697266
1636222087576,69.99787139892578
1636222087708,69.95955657958984
1636222087798,69.94996643066406
1636222087889,70.04257202148438
1636222087978,69.92443084716797
1636222088114,70.03619384765625
1636222088203,70.0904769897461
1636222088293,70.09367370605469
1636222088428,69.90846252441406
1636222088518,70.08090209960938
1636222088608,70.0872802734375
1636222088699,70.0904769897461
1636222088834,70.08090209960938
1636222088923,69.93400573730469
1636222089013,70.07770538330078
1636222089149,69.98828887939453
1636222089238,70.01383972167969
1636222089328,70.02980041503906
1636222089463,69.99148559570312
1636222089553,69.97871398925781
1636222089643,70.07450866699219
1636222089778,70.08090209960938
1636222089869,69.93720245361328
1636222089958,69.86056518554688
1636222090094,70.09367370605469
1636222090183,69.94996643066406
1636222090274,70.03299713134766
1636222090408,70.07450866699219
1636222090498,70.0074462890625
1636222090588,70.026611328125
1636222090678,69.9020767211914
1636222090814,70.026611328125
1636222090904,70.10324096679688
1636222090994,70.02342224121094
1636222091128,70.06173706054688
1636222091218,70.026611328125
1636222091308,69.97232055664062
1636222091443,70.01383972167969
1636222091533,70.0106430053711
1636222091623,70.03938293457031
1636222091758,70.0074462890625
1636222091848,70.00106811523438
1636222091938,69.97551727294922
1636222092073,70.02342224121094
1636222092163,70.04896545410156
1636222092254,70.02342224121094
1636222092388,70.02022552490234
1636222092478,70.02980041503906
1636222092568,70.0457763671875
1636222092703,69.99148559570312
1636222092793,70.02980041503906
1636222092883,69.99148559570312
1636222093018,70.026611328125
1636222093108,70.04257202148438
1636222093198,69.99148559570312
1636222093333,69.94039916992188
1636222093423,70.05215454101562
1636222093513,69.9308090209961
1636222093603,69.91484832763672
1636222093738,70.01383972167969
1636222093828,69.96275329589844
1636222093918,69.95316314697266
1636222094054,69.84459686279297
1636222094143,70.02342224121094
1636222094233,69.96275329589844
1636222094368,69.99787139892578
1636222094458,69.93400573730469
1636222094549,69.92123413085938
1636222094685,70.0457763671875
1636222094773,70.00425720214844
1636222094863,70.0106430053711
1636222094954,69.9819107055664
1636222095088,69.88929748535156
1636222095178,69.91165161132812
1636222095268,69.94039916992188
1636222095403,70.08409118652344
1636222095493,69.99787139892578
1636222095586,70.05535125732422
1636222095718,70.02022552490234
1636222095808,70.03299713134766
1636222095898,70.01383972167969
1636222096034,70.07770538330078
1636222096123,69.96913146972656
1636222096214,70.00106811523438
1636222096349,69.96593475341797
1636222096438,69.9819107055664
1636222096528,69.99467468261719
1636222096663,70.03938293457031
1636222096754,69.98828887939453
1636222096843,70.01702880859375
1636222096978,69.96913146972656
1636222097068,70.00106811523438
1636222097158,70.01383972167969
1636222097294,69.97551727294922
1636222097383,70.0106430053711
1636222097473,69.99787139892578
1636222097563,69.95955657958984
1636222097699,69.9819107055664
1636222097789,69.93720245361328
1636222097878,69.97871398925781
1636222098014,69.96593475341797
1636222098104,69.97871398925781
1636222098194,70.00425720214844
1636222098328,69.97551727294922
1636222098418,69.96913146972656
1636222098508,69.93400573730469
1636222098644,69.96275329589844
1636222098733,69.95955657958984
1636222098824,70.07131958007812
1636222098914,69.91804504394531
1636222099049,69.95635986328125
1636222099138,69.99148559570312
1636222099230,69.87972259521484
1636222099363,69.96593475341797
1636222099453,69.9052734375
1636222099543,69.985107421875
1636222099679,70.02342224121094
1636222099768,69.88291931152344
1636222099904,69.97551727294922
1636222099994,70.0074462890625
1636222100083,70.03619384765625
