timestamp,bluetooth_le-CE:C9:CF:DE:90:5A-Resistance-0
1636222913735,0.5025641133786818
1636222913827,0.5025641133786818
1636222913914,0.513347034650494
1636222914049,0.513347034650494
1636222914140,0.513347034650494
1636222914230,0.5025641133786818
1636222914320,0.5025641133786818
1636222914455,0.5025641133786818
1636222914545,0.5025641133786818
1636222914635,0.5025641133786818
1636222914725,0.5025641133786818
1636222914815,0.49180326331081503
1636222914950,0.49180326331081503
1636222915040,0.49180326331081503
1636222915130,0.5025641133786818
1636222915220,0.5025641133786818
1636222915355,0.5025641133786818
1636222915445,0.49180326331081503
1636222915538,0.49180326331081503
1636222915625,0.5025641133786818
1636222915715,0.5025641133786818
1636222915850,0.5025641133786818
1636222915940,0.5025641133786818
1636222916030,0.5025641133786818
1636222916120,0.5025641133786818
1636222916210,0.5025641133786818
1636222916345,0.5025641133786818
1636222916480,0.5025641133786818
1636222916525,0.5025641133786818
1636222916615,0.5025641133786818
1636222916750,0.5025641133786818
1636222916840,0.5025641133786818
1636222916930,0.5025641133786818
1636222917020,0.5025641133786818
1636222917155,0.49180326331081503
1636222917245,0.5025641133786818
1636222917335,0.49180326331081503
1636222917425,0.49180326331081503
1636222917515,0.49180326331081503
1636222917650,0.49180326331081503
1636222917740,0.49180326331081503
1636222917830,0.5025641133786818
1636222917920,0.49180326331081503
1636222918055,0.5025641133786818
1636222918145,0.5025641133786818
1636222918235,0.5025641133786818
1636222918325,0.5025641133786818
1636222918415,0.49180326331081503
1636222918550,0.5025641133786818
1636222918640,0.5025641133786818
1636222918733,0.5025641133786818
1636222918820,0.5025641133786818
1636222918955,0.5025641133786818
1636222919045,0.513347034650494
1636222919135,0.513347034650494
1636222919225,0.513347034650494
1636222919315,0.513347034650494
1636222919450,0.5025641133786818
1636222919540,0.513347034650494
1636222919630,0.513347034650494
1636222919720,0.513347034650494
1636222919855,0.513347034650494
1636222919945,0.513347034650494
1636222920035,0.513347034650494
1636222920125,0.513347034650494
1636222920215,0.513347034650494
1636222920350,0.5241520873637466
1636222920440,0.513347034650494
1636222920530,0.513347034650494
1636222920620,0.513347034650494
1636222920755,0.5241520873637466
1636222920845,0.513347034650494
1636222920935,0.513347034650494
1636222921026,0.513347034650494
1636222921115,0.513347034650494
1636222921250,0.513347034650494
1636222921341,0.513347034650494
1636222921430,0.513347034650494
1636222921520,0.513347034650494
1636222921700,0.513347034650494
1636222921745,0.513347034650494
1636222921835,0.513347034650494
1636222921925,0.5025641133786818
1636222922015,0.5025641133786818
1636222922150,0.5025641133786818
1636222922240,0.5025641133786818
1636222922330,0.5025641133786818
1636222922420,0.5025641133786818
1636222922600,0.5025641133786818
1636222922645,0.5025641133786818
1636222922736,0.5025641133786818
1636222922825,0.5025641133786818
1636222922915,0.5025641133786818
1636222923050,0.5025641133786818
1636222923140,0.5025641133786818
1636222923230,0.513347034650494
1636222923320,0.5025641133786818
1636222923455,0.5025641133786818
1636222923545,0.513347034650494
1636222923635,0.513347034650494
1636222923725,0.49180326331081503
1636222923815,0.47034763908878396
1636222923950,0.4489795778553374
1636222924040,0.4596526952019069
1636222924130,0.4489795778553374
1636222924220,0.4596526952019069
1636222924355,0.4596526952019069
1636222924449,0.4596526952019069
1636222924535,0.4596526952019069
1636222924625,0.47034763908878396
1636222924715,0.48106449907725807
1636222924850,0.48106449907725807
1636222924940,0.48106449907725807
1636222925030,0.49180326331081503
1636222925120,0.49180326331081503
1636222925255,0.49180326331081503
1636222925345,0.513347034650494
1636222925435,0.5241520873637466
1636222925525,0.5349794028725878
1636222925615,0.5458290336470751
1636222925750,0.5349794028725878
1636222925840,0.5458290336470751
1636222925930,0.5349794028725878
1636222926020,0.5349794028725878
1636222926155,0.5241520873637466
1636222926290,0.5241520873637466
1636222926335,0.513347034650494
1636222926426,0.5025641133786818
1636222926515,0.5025641133786818
1636222926650,0.5025641133786818
1636222926740,0.49180326331081503
1636222926830,0.5025641133786818
1636222926920,0.513347034650494
1636222927055,0.5349794028725878
1636222927145,0.5675954782293517
1636222927235,0.6004140810459606
1636222927325,0.633437213131431
1636222927415,0.6889352598907771
1636222927550,0.7676130450645875
1636222927640,0.8474576134203633
1636222927730,0.9284952012187065
1636222927865,1.010752723412455
1636222927955,1.0942578740418372
1636222928045,1.154684076667668
1636222928135,1.2035011367871293
1636222928228,1.2280701137976004
1636222928315,1.2527472422442827
1636222928450,1.2651265776891283
1636222928540,1.27753304501476
1636222928630,1.2651265776891283
1636222928720,1.2403951753366982
1636222928855,1.215772146609291
1636222928945,1.1912568877150498
1636222929080,1.1183496083980315
1636222929125,1.058315358751987
1636222929215,0.9989258871671858
1636222929350,0.9518716470742984
1636222929440,0.9168443534088312
1636222929530,0.9168443534088312
1636222929620,0.9401709095173727
1636222929755,0.9989258871671858
1636222929845,1.0822511090592664
1636222929935,1.179039291489786
1636222930028,1.2899668520385474
1636222930116,1.4158305522864714
1636222930250,1.5575620432188055
1636222930340,1.702857133577308
1636222930430,1.8655851267865442
