timestamp,bluetooth_le-CE:C9:CF:DE:90:5A-Humidity-1
1636222675638,100
1636222675728,
1636222675773,
1636222675863,100
1636222675953,
1636222676088,100
1636222676089,
1636222676178,
1636222676268,100
1636222676313,
1636222676403,
1636222676493,100
1636222676583,
1636222676718,100
1636222676719,
1636222676808,
1636222676898,100
1636222676943,
1636222677033,
1636222677122,100
1636222677123,
1636222677213,
1636222677348,100
1636222677438,
1636222677528,100
1636222677573,
1636222677663,
1636222677753,100
1636222677843,
1636222677978,100
1636222677979,
1636222678068,
1636222678158,100
1636222678203,
1636222678338,
1636222678383,100
1636222678473,
1636222678657,100
1636222678658,
1636222678698,
1636222678788,100
1636222678833,
1636222678923,
1636222679014,100
1636222679148,
1636222679283,100
1636222679284,
1636222679418,
1636222679419,100
1636222679463,
1636222679553,
1636222679643,100
1636222679778,
1636222679868,100
1636222679869,
1636222679958,
1636222680048,100
1636222680093,
