0.00,0.00
0.00,0.00
0.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
408.00,1.00
421.00,3.00
421.00,3.00
408.00,1.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
423.00,3.00
420.00,3.00
420.00,3.00
415.00,2.00
415.00,2.00
409.00,1.00
409.00,1.00
409.00,1.00
401.00,0.00
401.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
405.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
403.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
400.00,0.00
405.00,0.00
505.00,15.00
542.00,21.00
584.00,28.00
607.00,31.00
623.00,33.00
1181.00,118.00
3421.00,460.00
7992.00,1156.00
6111.00,870.00
7992.00,1156.00
7992.00,1156.00
6978.00,1002.00
7992.00,1156.00
7524.00,1085.00
5476.00,773.00
7992.00,1156.00
6568.00,939.00
4864.00,680.00
6804.00,975.00
7992.00,1156.00
5889.00,836.00
4466.00,619.00
7362.00,1060.00
7362.00,1060.00
5378.00,758.00
7992.00,1156.00
7086.00,1018.00
5872.00,833.00
7992.00,1156.00
5674.00,803.00
5998.00,852.00
7992.00,1156.00
5767.00,817.00
6003.00,853.00
7992.00,1156.00
5861.00,831.00
5969.00,848.00
7992.00,1156.00
6076.00,864.00
4600.00,639.00
7065.00,1015.00
6076.00,864.00
5083.00,713.00
7065.00,1015.00
4242.00,585.00
6784.00,972.00
5525.00,780.00
5177.00,727.00
7483.00,1079.00
5861.00,831.00
4600.00,639.00
7229.00,1040.00
6076.00,864.00
4916.00,687.00
7348.00,1058.00
6189.00,881.00
4190.00,577.00
5353.00,754.00
6931.00,994.00
4600.00,639.00
5177.00,727.00
6784.00,972.00
4916.00,687.00
4916.00,687.00
6661.00,953.00
4675.00,651.00
5272.00,742.00
6661.00,953.00
4761.00,664.00
6076.00,864.00
7992.00,1156.00
7553.00,1089.00
4693.00,654.00
4198.00,578.00
6213.00,885.00
6706.00,960.00
5121.00,719.00
3542.00,478.00
4622.00,643.00
5674.00,803.00
4474.00,620.00
4063.00,558.00
5368.00,756.00
4474.00,620.00
5571.00,787.00
5466.00,771.00
3702.00,503.00
5121.00,719.00
5889.00,836.00
4258.00,587.00
3492.00,471.00
5368.00,756.00
5368.00,756.00
3702.00,503.00
5192.00,730.00
5889.00,836.00
4134.00,568.00
3492.00,471.00
5674.00,803.00
6449.00,921.00
4622.00,643.00
3601.00,487.00
5674.00,803.00
5466.00,771.00
3817.00,520.00
4841.00,676.00
6449.00,921.00
5287.00,744.00
4258.00,587.00
6568.00,939.00
5767.00,817.00
4335.00,599.00
7106.00,1021.00
6332.00,903.00
5121.00,719.00
7405.00,1067.00
6449.00,921.00
4198.00,578.00
6213.00,885.00
7405.00,1067.00
5026.00,704.00
5368.00,756.00
7243.00,1042.00
4775.00,666.00
5571.00,787.00
5026.00,704.00
4693.00,654.00
6332.00,903.00
4134.00,568.00
4198.00,578.00
5889.00,836.00
4474.00,620.00
6213.00,885.00
5287.00,744.00
3702.00,503.00
5767.00,817.00
7854.00,1135.00
6213.00,885.00
3817.00,520.00
6213.00,885.00
7854.00,1135.00
5192.00,730.00
3408.00,458.00
5368.00,756.00
7405.00,1067.00
5466.00,771.00
3453.00,465.00
5192.00,730.00
6706.00,960.00
4547.00,631.00
6829.00,979.00
6706.00,960.00
4134.00,568.00
5368.00,756.00
7243.00,1042.00
5121.00,719.00
5026.00,704.00
7243.00,1042.00
5998.00,852.00
3702.00,503.00
5998.00,852.00
5998.00,852.00
3934.00,538.00
6099.00,868.00
4406.00,610.00
6568.00,939.00
7553.00,1089.00
5192.00,730.00
3259.00,435.00
3934.00,538.00
5767.00,817.00
4134.00,568.00
3601.00,487.00
5674.00,803.00
6706.00,960.00
4335.00,599.00
2880.00,377.00
4134.00,568.00
5767.00,817.00
4622.00,643.00
3042.00,402.00
4841.00,676.00
6332.00,903.00
4547.00,631.00
3042.00,402.00
4474.00,620.00
6099.00,868.00
4622.00,643.00
3769.00,513.00
5889.00,836.00
6991.00,1004.00
4693.00,654.00
3769.00,513.00
5767.00,817.00
5674.00,803.00
3652.00,495.00
4775.00,666.00
6332.00,903.00
4547.00,631.00
4775.00,666.00
6568.00,939.00
5026.00,704.00
5287.00,744.00
5674.00,803.00
3817.00,520.00
3995.00,547.00
5889.00,836.00
5192.00,730.00
3817.00,520.00
6099.00,868.00
6449.00,921.00
4258.00,587.00
5192.00,730.00
7106.00,1021.00
5466.00,771.00
3542.00,478.00
5889.00,836.00
7106.00,1021.00
4936.00,691.00
5998.00,852.00
7854.00,1135.00
5121.00,719.00
4198.00,578.00
6829.00,979.00
6991.00,1004.00
4335.00,599.00
5767.00,817.00
7405.00,1067.00
5192.00,730.00
4134.00,568.00
6449.00,921.00
6332.00,903.00
4134.00,568.00
6449.00,921.00
6449.00,921.00
4134.00,568.00
5767.00,817.00
6829.00,979.00
4335.00,599.00
5026.00,704.00
7243.00,1042.00
4134.00,568.00
5571.00,787.00
7106.00,1021.00
4693.00,654.00
