,Volume,time
0,5.273886657691343e-12,0.0
1,1.0589241080136063e-11,6.25e-05
2,1.5946062719047216e-11,0.000125
3,2.134435151973725e-11,0.0001875
4,2.678410749147406e-11,0.00025
5,3.226533049776205e-11,0.0003125
6,3.778802040397284e-11,0.000375
7,4.3352176976125675e-11,0.0004375
8,4.895779924432911e-11,0.0005
9,5.4604884954948926e-11,0.0005625
10,6.029343080463625e-11,0.000625
11,6.602343301933181e-11,0.0006875
12,7.179488735396557e-11,0.00075
13,7.7607789156508e-11,0.0008125
14,8.346213479687414e-11,0.000875
15,8.935792207783823e-11,0.0009375
16,9.52951506147478e-11,0.001
17,1.0127382190753913e-10,0.0010625
18,1.0729393688908734e-10,0.001125
19,1.1335549590844715e-10,0.0011875
20,1.1945849948250377e-10,0.00125
21,1.2560294705670461e-10,0.0013125
22,1.317888366853086e-10,0.001375
23,1.3801616532076072e-10,0.0014375
24,1.4428492914726962e-10,0.0015
25,1.5059512395301821e-10,0.0015625
26,1.5694674550426958e-10,0.001625
27,1.6333978941485597e-10,0.0016875
28,1.697742526020475e-10,0.00175
29,1.7625013363399328e-10,0.0018125
30,1.8276743207081638e-10,0.001875
31,1.8932614838871529e-10,0.0019375
32,1.9592628231183308e-10,0.002
33,2.0256783355297286e-10,0.0020625
34,2.0925080185559708e-10,0.002125
35,2.159751862856139e-10,0.0021875
36,2.227409860481945e-10,0.00225
37,2.295482000382786e-10,0.0023125
38,2.3639682641136813e-10,0.002375
39,2.4328686302127695e-10,0.0024375
40,2.502183072286463e-10,0.0025
41,2.5719115628083985e-10,0.0025625
42,2.6420540816517065e-10,0.002625
43,2.7126106293049563e-10,0.0026875
44,2.78358122258073e-10,0.00275
45,2.8549658811696294e-10,0.0028125
46,2.926764631279964e-10,0.002875
47,2.998977506505779e-10,0.0029375
48,3.0716045445734373e-10,0.003
49,3.144645778187108e-10,0.0030625
50,3.218101229951167e-10,0.003125
51,3.291970921953874e-10,0.0031875
52,3.366254888295474e-10,0.00325
53,3.4409531709250675e-10,0.0033125
54,3.5160658129718397e-10,0.003375
55,3.591592861643925e-10,0.0034375
56,3.6675343687997256e-10,0.0035
57,3.7438903806954703e-10,0.0035625
58,3.8206609367681365e-10,0.003625
59,3.897846078599503e-10,0.0036875
60,3.975445848943721e-10,0.00375
61,4.0534602883595303e-10,0.0038125
62,4.131889446715068e-10,0.003875
63,4.2107333779704496e-10,0.0039375
64,4.28999213581491e-10,0.004
65,4.3696657739390426e-10,0.0040625
66,4.4497543394916545e-10,0.004125
67,4.530257872806316e-10,0.0041875
68,4.6111764146719645e-10,0.00425
69,4.692510008815597e-10,0.0043125
70,4.774258708575265e-10,0.004375
71,4.856422579173286e-10,0.0044375
72,4.939001691864497e-10,0.0045
73,5.021996122431476e-10,0.0045625
74,5.105405942990439e-10,0.004625
75,5.189231215625526e-10,0.0046875
76,5.273472000194239e-10,0.00475
77,5.358128347481067e-10,0.0048125
78,5.443200300919513e-10,0.004875
79,5.528687901073416e-10,0.0049375
80,5.614591184526011e-10,0.005
81,5.70091019824872e-10,0.0050625
82,5.787645000954491e-10,0.005125
83,5.874795658073886e-10,0.0051875
84,5.962362243134369e-10,0.00525
85,6.05034482793237e-10,0.0053125
86,6.138743470005145e-10,0.005375
87,6.22755821035036e-10,0.0054375
88,6.316789075169662e-10,0.0055
89,6.406436074722696e-10,0.0055625
90,6.496499204598972e-10,0.005625
91,6.586978471170375e-10,0.0056875
92,6.677873881943017e-10,0.00575
93,6.769185450347231e-10,0.0058125
94,6.860913190101114e-10,0.005875
95,6.953057111923573e-10,0.0059375
96,7.045617237972485e-10,0.006
97,7.138593598697925e-10,0.0060625
98,7.231986224543456e-10,0.006125
99,7.325795141672968e-10,0.0061875
100,7.420020367538134e-10,0.00625
101,7.514661920710415e-10,0.0063125
102,7.609719822621055e-10,0.006375
103,7.705194097165816e-10,0.0064375
104,7.801084780657473e-10,0.0065
105,7.897391912750089e-10,0.0065625
106,7.994115525186095e-10,0.006625
107,8.091255642892485e-10,0.0066875
108,8.188812282446292e-10,0.00675
109,8.286785462682469e-10,0.0068125
110,8.385175211594578e-10,0.006875
111,8.483981579718239e-10,0.0069375
112,8.583204640564386e-10,0.007
113,8.682844475416594e-10,0.0070625
114,8.782901161483959e-10,0.007125
115,8.883374762351619e-10,0.0071875
116,8.984265334166041e-10,0.00725
117,9.085572925572814e-10,0.0073125
118,9.187297576154266e-10,0.007375
119,9.289439344210164e-10,0.0074375
120,9.391998302033984e-10,0.0075
121,9.494974525641607e-10,0.0075625
122,9.598368094605514e-10,0.007625
123,9.70217908561946e-10,0.0076875
124,9.806407570299562e-10,0.00775
125,9.911053616369147e-10,0.0078125
126,1.0016117286027808e-09,0.007875
127,1.0121598638570778e-09,0.0079375
128,1.0227497726055828e-09,0.008
129,1.033381459364868e-09,0.0080625
130,1.0440549293015336e-09,0.008125
131,1.0547701881407998e-09,0.0081875
132,1.065527241344608e-09,0.00825
133,1.0763260948031695e-09,0.0083125
134,1.0871667558519373e-09,0.008375
135,1.0980492315937992e-09,0.0084375
136,1.1089735277193102e-09,0.0085
137,1.1199396500460308e-09,0.0085625
138,1.1309476042455818e-09,0.008625
139,1.1419973957695915e-09,0.0086875
140,1.1530890297128037e-09,0.00875
141,1.164222510363206e-09,0.0088125
142,1.1753978426746707e-09,0.008875
143,1.1866150326283374e-09,0.0089375
144,1.1978740874770703e-09,0.009
145,1.209175016028498e-09,0.0090625
146,1.2205178289785052e-09,0.009125
147,1.2319025355946817e-09,0.0091875
148,1.2433291440527871e-09,0.00925
149,1.2547976622419903e-09,0.0093125
150,1.266308098016815e-09,0.009375
151,1.2778604592602846e-09,0.0094375
152,1.2894547547280339e-09,0.0095
153,1.3010909946157857e-09,0.0095625
154,1.3127691897597858e-09,0.009625
155,1.3244893513949289e-09,0.0096875
156,1.3362514910129789e-09,0.00975
157,1.3480556203609108e-09,0.0098125
158,1.3599017517273497e-09,0.009875
159,1.371789896298932e-09,0.0099375
160,1.3837200641609974e-09,0.01
161,1.3956922648605878e-09,0.0100625
162,1.4077065068741439e-09,0.010125
163,1.419762798407456e-09,0.0101875
164,1.4318611476169553e-09,0.01025
165,1.4440015630810806e-09,0.0103125
166,1.456184054317662e-09,0.010375
167,1.4684086308536214e-09,0.0104375
168,1.4806753014571471e-09,0.0105
169,1.4929840732704534e-09,0.0105625
170,1.5053349522403173e-09,0.010625
171,1.5177279449193662e-09,0.0106875
172,1.5301630598102197e-09,0.01075
173,1.54264030746947e-09,0.0108125
174,1.5551596994729817e-09,0.010875
175,1.5677212469497757e-09,0.0109375
176,1.5803249597883585e-09,0.011
177,1.592970845925575e-09,0.0110625
178,1.6056589120071808e-09,0.011125
179,1.6183891647706734e-09,0.0111875
180,1.6311616117024274e-09,0.01125
181,1.6439762609748797e-09,0.0113125
182,1.6568331210428394e-09,0.011375
183,1.6697322001031937e-09,0.0114375
184,1.6826735061853785e-09,0.0115
185,1.6956570475621645e-09,0.0115625
186,1.7086828332134368e-09,0.011625
187,1.7217508733739884e-09,0.0116875
188,1.7348611795184258e-09,0.01175
189,1.7480137638719353e-09,0.0118125
