
2020-12-24 15:55:53.184 100.287720
2020-12-24 15:55:53.184 100.289505
2020-12-24 15:55:53.184 100.343407
2020-12-24 15:55:53.184 100.371559
2020-12-24 15:55:53.184 100.369606
2020-12-24 15:55:53.184 100.351318
2020-12-24 15:55:53.184 100.293091
2020-12-24 15:55:53.184 100.287231
2020-12-24 15:55:53.184 100.360519
2020-12-24 15:55:53.184 100.365089
2020-12-24 15:55:53.184 100.362770
2020-12-24 15:55:53.184 100.305687
2020-12-24 15:55:53.184 100.295654
2020-12-24 15:55:53.184 100.350731
2020-12-24 15:55:53.184 100.373802
2020-12-24 15:55:53.184 100.360886
2020-12-24 15:55:53.184 100.305984
2020-12-24 15:55:53.184 100.302246
2020-12-24 15:55:53.184 100.314186
2020-12-24 15:55:53.515 100.376297
2020-12-24 15:55:54.015 100.368088
2020-12-24 15:55:54.516 100.353416
2020-12-24 15:55:55.020 100.297630
2020-12-24 15:55:55.515 100.298996
2020-12-24 15:55:56.015 100.315453
2020-12-24 15:55:56.515 100.358421
2020-12-24 15:55:57.025 100.371803
2020-12-24 15:55:57.525 100.363014
2020-12-24 15:55:58.025 100.336060
2020-12-24 15:55:58.525 100.285965
2020-12-24 15:55:59.025 100.291725
2020-12-24 15:55:59.525 100.371559
2020-12-24 15:56:00.025 100.374222
2020-12-24 15:56:00.525 100.372559
2020-12-24 15:56:01.025 100.351395
2020-12-24 15:56:01.525 100.311035
2020-12-24 15:56:02.034 100.275169
2020-12-24 15:56:02.535 100.294334
2020-12-24 15:56:03.035 100.293823
2020-12-24 15:56:03.535 100.293358
2020-12-24 15:56:04.035 100.346634
2020-12-24 15:56:04.535 100.363113
2020-12-24 15:56:05.035 100.359421
2020-12-24 15:56:05.535 100.359352
2020-12-24 15:56:06.045 100.364792
2020-12-24 15:56:06.545 100.355881
2020-12-24 15:56:07.045 100.333374
2020-12-24 15:56:07.545 100.337814
2020-12-24 15:56:08.045 100.337181
2020-12-24 15:56:08.545 100.282204
2020-12-24 15:56:09.045 100.292114
2020-12-24 15:56:09.545 100.326881
2020-12-24 15:56:10.045 100.366920
2020-12-24 15:56:10.555 100.374344
2020-12-24 15:56:11.055 100.368118
2020-12-24 15:56:11.555 100.352562
2020-12-24 15:56:12.055 100.291283
2020-12-24 15:56:12.555 100.295677
2020-12-24 15:56:13.055 100.352341
2020-12-24 15:56:13.565 100.368652
2020-12-24 15:56:14.065 100.362526
2020-12-24 15:56:14.565 100.347145
2020-12-24 15:56:15.065 100.291039
2020-12-24 15:56:15.565 100.295753
2020-12-24 15:56:16.065 100.355957
2020-12-24 15:56:16.565 100.367996
2020-12-24 15:56:17.074 100.361374
2020-12-24 15:56:17.575 100.322708
2020-12-24 15:56:18.075 100.290627
2020-12-24 15:56:18.574 100.297241
2020-12-24 15:56:19.075 100.351196
2020-12-24 15:56:19.574 100.374466
2020-12-24 15:56:20.075 100.357498
2020-12-24 15:56:20.574 100.339035
2020-12-24 15:56:21.074 100.286942
2020-12-24 15:56:21.575 100.300903
2020-12-24 15:56:22.085 100.362228
2020-12-24 15:56:22.585 100.367653
2020-12-24 15:56:23.085 100.357056
2020-12-24 15:56:23.584 100.315842
2020-12-24 15:56:24.084 100.290138
2020-12-24 15:56:24.585 100.352783
2020-12-24 15:56:25.089 100.369064
2020-12-24 15:56:25.584 100.368210
2020-12-24 15:56:26.085 100.301346
2020-12-24 15:56:26.594 100.285446
2020-12-24 15:56:27.095 100.350784
2020-12-24 15:56:27.596 100.395874
2020-12-24 15:56:28.095 100.366531
2020-12-24 15:56:28.595 100.293991
2020-12-24 15:56:29.095 100.280807
2020-12-24 15:56:29.595 100.352905
2020-12-24 15:56:30.105 100.360619
2020-12-24 15:56:30.605 100.354568
2020-12-24 15:56:31.105 100.348244
2020-12-24 15:56:31.605 100.293457
2020-12-24 15:56:32.105 100.296585
2020-12-24 15:56:32.605 100.359665
2020-12-24 15:56:33.105 100.357498
2020-12-24 15:56:33.605 100.356445
2020-12-24 15:56:34.105 100.299362
2020-12-24 15:56:34.615 100.290573
2020-12-24 15:56:35.115 100.354538
2020-12-24 15:56:35.615 100.362717
2020-12-24 15:56:36.115 100.356422
2020-12-24 15:56:36.615 100.298660
2020-12-24 15:56:37.115 100.288528
2020-12-24 15:56:37.615 100.349930
2020-12-24 15:56:38.114 100.371140
2020-12-24 15:56:38.615 100.362648
2020-12-24 15:56:39.115 100.303856
2020-12-24 15:56:39.625 100.288185
2020-12-24 15:56:40.125 100.361084
2020-12-24 15:56:40.625 100.368576
2020-12-24 15:56:41.125 100.357254
2020-12-24 15:56:41.625 100.291916
2020-12-24 15:56:42.125 100.284012
2020-12-24 15:56:42.625 100.353470
2020-12-24 15:56:43.125 100.373558
2020-12-24 15:56:43.625 100.371582
2020-12-24 15:56:44.124 100.322021
2020-12-24 15:56:44.625 100.356056
2020-12-24 15:56:45.135 100.277489
2020-12-24 15:56:45.635 100.293869
2020-12-24 15:56:46.135 100.310013
2020-12-24 15:56:46.635 100.371384
2020-12-24 15:56:47.135 100.369308
2020-12-24 15:56:47.635 100.349777
2020-12-24 15:56:48.135 100.286110
2020-12-24 15:56:48.635 100.292892
2020-12-24 15:56:49.135 100.361450
2020-12-24 15:56:49.645 100.386208
2020-12-24 15:56:50.145 100.372437
2020-12-24 15:56:50.645 100.347923
2020-12-24 15:56:51.154 100.290573
2020-12-24 15:56:51.654 100.302078
2020-12-24 15:56:52.155 100.365967
2020-12-24 15:56:52.655 100.367844
2020-12-24 15:56:53.155 100.356956
2020-12-24 15:56:53.655 100.295311
2020-12-24 15:56:54.155 100.305641
2020-12-24 15:56:54.655 100.354980
2020-12-24 15:56:55.155 100.360352
2020-12-24 15:56:55.665 100.355568
2020-12-24 15:56:56.165 100.341286
2020-12-24 15:56:56.665 100.296188
2020-12-24 15:56:57.165 100.304565
2020-12-24 15:56:57.665 100.361961
2020-12-24 15:56:58.165 100.365158
2020-12-24 15:56:58.665 100.351173
2020-12-24 15:56:59.165 100.333694
2020-12-24 15:56:59.665 100.296677
2020-12-24 15:57:00.165 100.305054
2020-12-24 15:57:00.665 100.367088
2020-12-24 15:57:01.175 100.376343
2020-12-24 15:57:01.675 100.360550
2020-12-24 15:57:02.175 100.304344
2020-12-24 15:57:02.670 100.283401
2020-12-24 15:57:03.175 100.357498
2020-12-24 15:57:03.675 100.392654
2020-12-24 15:57:04.175 100.378860
2020-12-24 15:57:04.674 100.293312
2020-12-24 15:57:05.175 100.290329
2020-12-24 15:57:05.675 100.360252
2020-12-24 15:57:06.185 100.389137
2020-12-24 15:57:06.685 100.365601
2020-12-24 15:57:07.185 100.290306
2020-12-24 15:57:07.685 100.294113
2020-12-24 15:57:08.185 100.326004
2020-12-24 15:57:08.685 100.379738
2020-12-24 15:57:09.185 100.375198
2020-12-24 15:57:09.685 100.353493
2020-12-24 15:57:10.185 100.299538
2020-12-24 15:57:10.685 100.294456
2020-12-24 15:57:11.195 100.361061
2020-12-24 15:57:11.694 100.384933
2020-12-24 15:57:12.194 100.359085
2020-12-24 15:57:12.695 100.304276
2020-12-24 15:57:13.195 100.292282
2020-12-24 15:57:13.705 100.348244
2020-12-24 15:57:14.205 100.361893
2020-12-24 15:57:14.705 100.364700
2020-12-24 15:57:15.205 100.346756
2020-12-24 15:57:15.705 100.299759
2020-12-24 15:57:16.206 100.298073
2020-12-24 15:57:16.705 100.358421
2020-12-24 15:57:17.205 100.369164
2020-12-24 15:57:17.705 100.352341
2020-12-24 15:57:18.205 100.314865
2020-12-24 15:57:18.704 100.300514
2020-12-24 15:57:19.211 100.344559
2020-12-24 15:57:19.715 100.363892
2020-12-24 15:57:20.215 100.348854
2020-12-24 15:57:20.715 100.339157
2020-12-24 15:57:21.215 100.302322
2020-12-24 15:57:21.715 100.327438
2020-12-24 15:57:22.215 100.366844
2020-12-24 15:57:22.715 100.357056
2020-12-24 15:57:23.215 100.345482
2020-12-24 15:57:23.724 100.304642
2020-12-24 15:57:24.225 100.310692
2020-12-24 15:57:24.725 100.368088
2020-12-24 15:57:25.225 100.367455
2020-12-24 15:57:25.725 100.353981
2020-12-24 15:57:26.226 100.322998
2020-12-24 15:57:26.725 100.298439
2020-12-24 15:57:27.224 100.328934
2020-12-24 15:57:27.734 100.369308
2020-12-24 15:57:28.235 100.360397
2020-12-24 15:57:28.735 100.347824
2020-12-24 15:57:29.235 100.297829
2020-12-24 15:57:29.735 100.304153
2020-12-24 15:57:30.235 100.376099
2020-12-24 15:57:30.735 100.366989
2020-12-24 15:57:31.235 100.342484
2020-12-24 15:57:31.735 100.296165
2020-12-24 15:57:32.235 100.302025
2020-12-24 15:57:32.745 100.365013
2020-12-24 15:57:33.245 100.370560
2020-12-24 15:57:33.745 100.353882
2020-12-24 15:57:34.245 100.323486
2020-12-24 15:57:34.745 100.298584
2020-12-24 15:57:35.245 100.310890
2020-12-24 15:57:35.745 100.370239
2020-12-24 15:57:36.245 100.371048
2020-12-24 15:57:36.745 100.351707
2020-12-24 15:57:37.255 100.298660
2020-12-24 15:57:37.755 100.304054
2020-12-24 15:57:38.255 100.362793
2020-12-24 15:57:38.755 100.371780
2020-12-24 15:57:39.255 100.348244
2020-12-24 15:57:39.755 100.301048
2020-12-24 15:57:40.256 100.297707
2020-12-24 15:57:40.755 100.358986
2020-12-24 15:57:41.265 100.370384
2020-12-24 15:57:41.764 100.353050
2020-12-24 15:57:42.265 100.304398
2020-12-24 15:57:42.765 100.316040
2020-12-24 15:57:43.265 100.369507
2020-12-24 15:57:43.765 100.359055
2020-12-24 15:57:44.265 100.345535
2020-12-24 15:57:44.765 100.302567
2020-12-24 15:57:45.265 100.304100
2020-12-24 15:57:45.775 100.371849
2020-12-24 15:57:46.275 100.360428
2020-12-24 15:57:46.775 100.345924
2020-12-24 15:57:47.275 100.306320
2020-12-24 15:57:47.775 100.304100
2020-12-24 15:57:48.275 100.356247
2020-12-24 15:57:48.785 100.364914
2020-12-24 15:57:49.288 100.348709
2020-12-24 15:57:49.784 100.315750
2020-12-24 15:57:50.285 100.299782
2020-12-24 15:57:50.785 100.348587
2020-12-24 15:57:51.285 100.368919
2020-12-24 15:57:51.785 100.354126
